iter	F1	Logloss
0	0.6100672323	0.6763888298
1	0.6204870558	0.6648197573
2	0.6376903251	0.6564740728
3	0.6312831976	0.6493961012
4	0.6398974514	0.6438073653
5	0.6348136772	0.6402097835
6	0.6423835808	0.6359507381
7	0.6495550912	0.6313446627
8	0.6570381177	0.6275563253
9	0.6567971643	0.6234444628
10	0.6569559389	0.6211747422
11	0.6650144466	0.6181210441
12	0.6654731108	0.6161859913
13	0.6697663778	0.6132203812
14	0.6749475092	0.6103612638
15	0.6753586027	0.6085197871
16	0.678031334	0.6068606398
17	0.6794309839	0.6052429033
18	0.6775621046	0.6031385486
19	0.6780434217	0.6000684969
20	0.6839569641	0.597829765
21	0.6869131685	0.5963975731
22	0.6876797202	0.595043657
23	0.6928646847	0.5937188449
24	0.6962950208	0.59255003
25	0.6959496345	0.5913709039
26	0.6970724624	0.5891560651
27	0.6974448014	0.5877324658
28	0.6991222939	0.5866669283
29	0.6997575894	0.5854141831
30	0.6993603945	0.5846753307
31	0.6989252181	0.5836204924
32	0.6988854967	0.5821385743
33	0.6993603945	0.5813138513
34	0.7010379003	0.5804046437
35	0.701765845	0.5787939475
36	0.7020629796	0.5778558577
37	0.7043114312	0.5762092389
38	0.7074066415	0.5737752057
39	0.7076148961	0.5736336219
40	0.707592587	0.572512482
41	0.7081301545	0.5718525151
42	0.7082508839	0.5711156029
43	0.7088215219	0.570206617
44	0.7092036657	0.5693576685
45	0.7093710657	0.5687776959
46	0.7135898086	0.5670295736
47	0.7155012673	0.5655141167
48	0.7160758045	0.56490565
49	0.7163190683	0.56464316
50	0.7184798735	0.5637348393
51	0.7189278421	0.5629022444
52	0.7181523691	0.5626084885
53	0.7189274398	0.5618828852
54	0.7206769874	0.5600872542
55	0.7242137257	0.5583451191
56	0.7240064374	0.5581030296
57	0.7236053839	0.5575506642
58	0.7245760347	0.5573471028
59	0.7252651945	0.5556903392
60	0.7267009524	0.5531606787
61	0.7272262166	0.5525334745
62	0.7275092101	0.5519236219
63	0.7300634329	0.5512760727
64	0.7306274758	0.5511002848
65	0.7307099754	0.5509190087
66	0.7307924936	0.5503928646
67	0.7318255465	0.5492928459
68	0.7319006978	0.5491792019
69	0.7291695703	0.5477138592
70	0.7288801843	0.5465897812
71	0.7312755814	0.5451514359
72	0.7306203082	0.5449061866
73	0.7304548654	0.5432872859
74	0.7319834349	0.5431466445
75	0.7340726197	0.5421640949
76	0.7362812005	0.5413767913
77	0.7362288865	0.5395265002
78	0.7376865257	0.5387868162
79	0.7389340472	0.5382458707
80	0.7405431888	0.5366631698
81	0.7406686492	0.5357751387
82	0.7413116271	0.5347478522
83	0.7433344758	0.5337298235
84	0.7430010302	0.5324917134
85	0.7439900718	0.5324346142
86	0.7438103514	0.5316073966
87	0.745386446	0.5299791272
88	0.7494102022	0.5282769615
89	0.7498984101	0.5272298842
90	0.7498561699	0.5268458229
