iter	F1	Logloss
0	0.6100672323	0.6885761812
1	0.6168013022	0.6844717471
2	0.6261382669	0.6807639029
3	0.6307372362	0.6772923829
4	0.6252601105	0.6742120755
5	0.6297429649	0.6715984847
6	0.6251209768	0.6687072698
7	0.6326596949	0.6657382227
8	0.6360952677	0.6630946964
9	0.6349543519	0.6608324597
10	0.6350950304	0.6585497116
11	0.6298736766	0.6568590211
12	0.6293708674	0.6548296714
13	0.6300494724	0.6530742316
14	0.6348728859	0.6512586436
15	0.636803548	0.6497299375
16	0.6372530901	0.647916068
17	0.6395730586	0.6468124459
18	0.6399832854	0.6450430362
19	0.6432041403	0.6437872974
20	0.6430547918	0.6424969665
21	0.6490739629	0.6410210356
22	0.6502696046	0.639866246
23	0.6523723306	0.6386971539
24	0.6533250888	0.6377363352
25	0.6510581617	0.6365633071
26	0.6523957013	0.6352490279
27	0.6527813303	0.6339408466
28	0.6548385059	0.6330570287
29	0.6564343459	0.6323182871
30	0.6593572818	0.6311732543
31	0.6596223974	0.6303100032
32	0.6609091744	0.6291829316
33	0.6620780537	0.6283737862
34	0.6623754595	0.6275712376
35	0.6634244448	0.626666354
36	0.6638795611	0.6258458442
37	0.6644802551	0.6248812559
38	0.6653207622	0.6236420925
39	0.6654647118	0.6228032887
40	0.6671601087	0.6218978508
41	0.6695924475	0.6212362208
42	0.6713222997	0.620510673
43	0.6723905561	0.6196662148
44	0.6706488082	0.6190078555
45	0.6710399359	0.6180483673
46	0.672656877	0.6175270462
47	0.6729936735	0.6171062307
48	0.6732244795	0.6162154278
49	0.6728384233	0.615538941
50	0.6734073519	0.6151900261
51	0.6725188765	0.6145220764
52	0.6734554439	0.6139884484
53	0.6756901248	0.613447392
54	0.6788446255	0.6126845912
55	0.6781479055	0.6123096767
56	0.6777598492	0.6121449761
57	0.6779925371	0.611505576
58	0.6781606459	0.6110026042
59	0.6787171512	0.6105390474
60	0.680874462	0.6096991349
61	0.6814436084	0.6092054764
62	0.6827457011	0.6083623486
63	0.6826605821	0.6079427527
64	0.6840849524	0.6076308137
65	0.6844804599	0.6069650815
66	0.6847929867	0.6064800155
67	0.6853833082	0.6058783674
68	0.687307725	0.60523359
69	0.6872876058	0.6042985492
70	0.6879349498	0.6036538827
71	0.6879741893	0.6027313704
72	0.688582668	0.6022836683
73	0.6885433846	0.6019457298
74	0.6891140871	0.6014487451
75	0.6904673919	0.6010533193
76	0.6900367937	0.600806296
77	0.6905675041	0.6003766108
78	0.6909583627	0.5995399136
79	0.6902915672	0.5991688242
80	0.6907647369	0.5986761081
81	0.6913310364	0.5983411077
82	0.6929394685	0.5977263212
83	0.6925897496	0.5971234536
84	0.6919627421	0.5965101639
85	0.6920589724	0.5961217785
86	0.6937235757	0.5955712425
87	0.6946177708	0.595055853
88	0.6947210014	0.59454828
89	0.6943490501	0.5940186988
90	0.695306152	0.5937315398
91	0.6953457718	0.592818119
92	0.695385396	0.5923961393
93	0.6959950093	0.5920041506
94	0.6959803026	0.5914460199
95	0.6961391163	0.5910841329
96	0.6964172147	0.5908265213
97	0.6962980025	0.5903715018
98	0.6952852299	0.5900205358
99	0.6962980025	0.5897968511
100	0.6965762279	0.5895026516
101	0.6971871618	0.5891013496
102	0.6982237975	0.5888162972
103	0.6985558506	0.5884642779
104	0.6976253083	0.5881862658
105	0.6990999898	0.5873389248
106	0.698423094	0.5868634493
107	0.6984896797	0.5866741905
108	0.6984497781	0.5864340412
109	0.6997261187	0.5859891665
110	0.6997261187	0.585657215
111	0.6999382863	0.5854572015
112	0.7000582071	0.5852925563
113	0.7015568511	0.5848821628
114	0.7033430005	0.584722285
115	0.7020775409	0.5838891358
116	0.702146833	0.5832894279
117	0.7021067189	0.5830319826
118	0.7030110129	0.5825155953
119	0.7029604713	0.5820038091
120	0.7038152068	0.5813909075
121	0.7036944605	0.5811127291
122	0.7049807493	0.5805274901
123	0.7048011798	0.5801901059
124	0.7054645143	0.5801026832
125	0.7061274038	0.5799640929
126	0.7056749746	0.5795010905
127	0.7056749746	0.5792131
128	0.7079516892	0.5784584482
129	0.7083631269	0.5780421785
130	0.7080325387	0.5779637364
131	0.708565392	0.577553232
132	0.710135934	0.5771437254
133	0.7109281758	0.5768125501
134	0.710274916	0.5760865588
135	0.7117181877	0.5758416975
136	0.7126593361	0.5752997541
