iter	F1	Logloss
0	0.6060746149	0.690524989
1	0.6233945905	0.6879918145
2	0.6220546293	0.6857542861
3	0.6268095813	0.6836695525
4	0.6281758583	0.6815482938
5	0.624317999	0.6795004299
6	0.6254380129	0.6775413188
7	0.6271115357	0.6756406872
8	0.6312782567	0.6738121213
9	0.629279082	0.6722429225
10	0.6299971292	0.6704006719
11	0.6296681664	0.6689794439
12	0.6267052204	0.6676595704
13	0.6274363248	0.6662331737
14	0.6296958695	0.6648796795
15	0.6308741158	0.6634620941
16	0.6296212118	0.6622673017
17	0.6290030864	0.6611590963
18	0.6316991802	0.6598207634
19	0.633732838	0.658611105
20	0.6346477395	0.6573402105
21	0.6349099981	0.6562112321
22	0.635892187	0.6554398251
23	0.6346009135	0.6543944309
24	0.6365973009	0.6532058901
25	0.6358656847	0.6522454093
26	0.6363931122	0.6514318656
27	0.6366427403	0.6504199938
28	0.6393046845	0.6494963334
29	0.6381942141	0.6485802044
30	0.639449689	0.6476738713
31	0.6401520676	0.6468288727
32	0.6405394041	0.6459532068
33	0.6423586105	0.645166343
34	0.6424683968	0.6445615631
35	0.6435235642	0.6436743785
36	0.644545109	0.6429903953
37	0.6458226373	0.6421196027
38	0.645364703	0.6413954025
39	0.6465781928	0.64071265
40	0.6470180434	0.6399419321
41	0.6473149053	0.6392955569
42	0.6476468301	0.6387296155
43	0.6489981966	0.6381375356
44	0.6492767662	0.6375706098
45	0.6510055628	0.6370655599
46	0.650595772	0.6365605593
47	0.6503242527	0.6361297409
48	0.6514813119	0.6355773365
49	0.6516807575	0.6350089339
50	0.6548555274	0.6340991057
51	0.65499195	0.6334832993
52	0.6563662026	0.6330213707
53	0.6548493609	0.6324343118
54	0.6556903294	0.6319841972
55	0.6544455969	0.6315556924
56	0.6571413513	0.6308593044
57	0.6586200557	0.6302816967
58	0.6580147784	0.6299126067
59	0.6588212891	0.6292932561
60	0.6597958045	0.6287629045
61	0.6601656946	0.6282494371
62	0.6599639383	0.6279375467
63	0.6607039802	0.6274516454
64	0.661007236	0.6270341178
