iter	F1	Logloss
0	0.5710692345	0.6906532203
1	0.5731076172	0.6885600435
2	0.5961860811	0.686317354
3	0.5851691891	0.6844656209
4	0.5829197231	0.6823124842
5	0.6033452495	0.6801916505
6	0.6033556632	0.6778836357
7	0.6094498454	0.6759026901
8	0.6136120859	0.673894309
9	0.6193726765	0.6718449405
10	0.6186482131	0.6703536862
11	0.6231664571	0.6685854766
12	0.626586828	0.6669957088
13	0.6250897712	0.6656259784
14	0.6262745329	0.664289768
15	0.6257696943	0.6627093481
16	0.6285435997	0.6610055236
17	0.629966729	0.6598155624
18	0.6271407521	0.6589492409
19	0.6265905506	0.6578281451
20	0.6290304854	0.6568523028
21	0.6306384724	0.6558075397
22	0.6281983676	0.6547818598
23	0.6315752738	0.6535413419
24	0.6323241368	0.6523256599
25	0.6311279029	0.6513186207
26	0.6323386854	0.6500974072
27	0.6327193818	0.6487688854
28	0.6343741524	0.6478449272
29	0.6348272977	0.6469791036
30	0.6352797523	0.6460366707
31	0.6328461675	0.645404547
32	0.633316362	0.6446090823
33	0.6340165821	0.6436379416
34	0.6354292149	0.6427941328
35	0.6356909436	0.6421735696
36	0.6380741201	0.6413814237
37	0.6395548542	0.640515932
38	0.6430088639	0.639742648
39	0.643754917	0.6387855016
40	0.6443778071	0.6380427508
41	0.645321304	0.6372475073
42	0.6469742851	0.6363751014
43	0.6480820209	0.6356357799
44	0.649225076	0.6349123335
45	0.6498525274	0.6342356824
46	0.6504793962	0.6337095948
47	0.6512204062	0.6328927237
48	0.6511348943	0.632339975
49	0.6529106985	0.631835847
50	0.6531013095	0.6312927781
51	0.6529407213	0.6307958409
52	0.6539634812	0.6302685364
53	0.6552126883	0.6293543134
54	0.6548758817	0.6288061557
55	0.655989293	0.6282905778
56	0.6539942862	0.6279654445
57	0.6555565789	0.6273665643
58	0.655116643	0.6269803095
59	0.6557860399	0.6264371853
60	0.6563392184	0.6258206601
61	0.6577377057	0.625000083
62	0.6580442092	0.624565816
63	0.6581297846	0.6242300072
64	0.657584561	0.6238079645
65	0.6580870242	0.6234751426
66	0.6593260575	0.622926985
67	0.6588924933	0.6223069749
68	0.6592382982	0.6217956561
69	0.6602897042	0.6213548068
70	0.6602512491	0.6209355851
71	0.6610284971	0.6205878839
72	0.6605975062	0.6202087645
73	0.6609081104	0.6199826426
74	0.6616424688	0.619406275
75	0.66450834	0.6188309584
76	0.6646630908	0.6183423734
77	0.6642761866	0.6180678521
78	0.6638505347	0.6175278808
79	0.6631149382	0.6172164653
80	0.6621843869	0.6166469566
81	0.6632308316	0.616276079
82	0.6635028124	0.6158604527
83	0.6630387243	0.6154324914
84	0.6635807	0.6150091765
85	0.6633877676	0.6145075376
86	0.6648174834	0.6140554043
87	0.6651260534	0.6136487388
88	0.6662449562	0.6130389618
89	0.6652033481	0.6126789256
90	0.6648945453	0.6123568346
91	0.6647015213	0.6121024474
92	0.6642763489	0.6115067754
93	0.6650495289	0.6112850232
94	0.6639669015	0.6108562876
95	0.6644696636	0.6104986852
96	0.6658610788	0.6102587348
97	0.6671730101	0.6097798298
98	0.6681361634	0.6094243847
99	0.6685632858	0.6090818276
100	0.6690980934	0.6087560306
101	0.667716277	0.6083684482
102	0.6683717602	0.6081802161
103	0.6688742635	0.6078236647
104	0.668682775	0.6074260153
105	0.6701015579	0.6069604961
106	0.6718649052	0.6065291055
107	0.6722881394	0.606298835
108	0.6710663009	0.6059272936
109	0.6730623918	0.6056520532
110	0.6719921472	0.6052231516
111	0.6737591919	0.6049824269
112	0.6744104623	0.6047056377
113	0.6738764576	0.6044805667
114	0.6736483171	0.604080926
115	0.6749119626	0.6038106085
116	0.6753743579	0.6036504756
117	0.6755310423	0.6034304935
118	0.6753427239	0.6028555087
119	0.676181525	0.6025704778
120	0.6774809166	0.6023794247
121	0.6773631999	0.6021653611
122	0.6766915363	0.6016978506
123	0.6794074237	0.6013359891
124	0.6776470561	0.601113186
125	0.678709491	0.600537814
126	0.679014031	0.6002674412
127	0.678896102	0.6000085736
128	0.6793970899	0.5997771415
129	0.67962269	0.5996535157
130	0.6774809166	0.5992785449
131	0.6792791079	0.5987959338
132	0.6806808926	0.5985217996
133	0.6807090239	0.5983932509
134	0.6792397897	0.5981391955
135	0.6793867703	0.5979578776
136	0.6804559183	0.5975785923
137	0.6799161287	0.5974306838
138	0.6796908383	0.5971016232
139	0.680034092	0.5968855684
140	0.6813271729	0.5965065596
141	0.68124844	0.5963442143
142	0.6837887536	0.5959983384
143	0.6815634808	0.5956018506
144	0.6825518359	0.5951860583
145	0.6831180578	0.5950401411
146	0.6825124054	0.5945509477
147	0.6833153401	0.5944856777
148	0.6835785256	0.5941842739
149	0.6845251438	0.5937393867
150	0.6854059509	0.5934572321
151	0.6851687328	0.593197922
152	0.68685024	0.592886783
153	0.6863262612	0.592765425
154	0.6859452679	0.5924368623
155	0.6867225222	0.5921735143
156	0.6863961303	0.5919790317
157	0.6868414897	0.5916008527
158	0.6877624962	0.5911843967
159	0.6867775779	0.5908979276
160	0.6873574924	0.5907125165
161	0.6866738935	0.5904758296
162	0.6875959091	0.5902177917
163	0.6875164185	0.5899239659
164	0.6883587525	0.5896296976
165	0.6882394185	0.589375587
166	0.6888992895	0.5892004642
167	0.6892407269	0.5890934324
168	0.6894000984	0.5887600574
169	0.6881294181	0.5885928444
170	0.6890357607	0.5884366388
171	0.6879701019	0.5883048266
172	0.6891952504	0.5879824036
173	0.6898387501	0.5877378069
174	0.6895769085	0.5873387194
175	0.6902201809	0.5871930234
176	0.6904418101	0.587022381
177	0.690743132	0.5865535983
178	0.6908229963	0.5863596689
179	0.6908629354	0.5860909001
180	0.6920860195	0.5857804803
181	0.6923868774	0.5854635887
182	0.6915638704	0.5852630216
183	0.6916650595	0.5849756122
184	0.6917050427	0.5846607673
185	0.6921868794	0.5844787856
186	0.6917050427	0.5843187634
187	0.6916650595	0.5843011736
188	0.6923468686	0.5840076797
189	0.6944088869	0.5837492546
190	0.6945691594	0.5834819794
191	0.6937689586	0.5832749406
192	0.6933887653	0.5830462742
193	0.6938890935	0.5829860931
194	0.6939088157	0.5826225721
195	0.6944088869	0.5824940787
