iter	F1	Logloss
0	0.6083846586	0.6907160028
1	0.6232658418	0.6883255198
2	0.6079590379	0.6860381805
3	0.6102563921	0.6842412183
4	0.6183094199	0.6822839091
5	0.6093977953	0.6803683909
6	0.6118100778	0.6784204179
7	0.6118443958	0.6766979483
8	0.6121825122	0.6748937739
9	0.6134963371	0.6731644873
10	0.6188119433	0.6713252894
11	0.622096687	0.6696946019
12	0.62123631	0.6683711718
13	0.6246917013	0.6669246411
14	0.6252107174	0.6656094111
15	0.6242039541	0.6642336682
16	0.6213494403	0.6630687573
17	0.6211955261	0.6620404821
18	0.6221349242	0.6608264693
19	0.6239524858	0.6596599776
20	0.6267350489	0.6586142648
21	0.6259477636	0.6576994081
22	0.626534106	0.6567978396
23	0.6249944515	0.6557085575
24	0.6288905019	0.6547555653
25	0.6268760771	0.6536666784
26	0.6252125962	0.6526803918
27	0.6245795593	0.6516973654
28	0.6293750422	0.6508510242
29	0.6287785443	0.6501604358
30	0.6273345814	0.6492950763
31	0.6286339901	0.6483894077
32	0.6294458499	0.6475966636
33	0.6348700315	0.646616453
34	0.6345578091	0.6458762193
35	0.633291447	0.6450599616
36	0.6344431834	0.6442978939
37	0.6343785433	0.6436609521
38	0.6352810898	0.6430813618
39	0.6352151322	0.642343351
40	0.6362316773	0.6416202586
41	0.6384901871	0.6408081998
42	0.6381855161	0.6400955798
43	0.6390066587	0.6395816398
44	0.6391520887	0.6391392285
45	0.6407178654	0.6386818002
46	0.6403080223	0.6383238601
47	0.6415043536	0.6375684611
48	0.6418588999	0.636989019
49	0.6421687925	0.6363549917
50	0.6429649634	0.6358803727
51	0.6450259752	0.6349699125
52	0.6448591257	0.6344533544
53	0.6443065143	0.634061033
54	0.6460631872	0.6334178176
55	0.6460049797	0.6329286756
56	0.6482657238	0.6322762227
57	0.6490898286	0.6317000902
58	0.649946436	0.6313182907
59	0.6507964753	0.6306483014
60	0.6518917863	0.6302504474
61	0.6522277935	0.6297146734
62	0.6516181253	0.6293763938
63	0.6534185764	0.6284597094
64	0.6557010585	0.6279512526
65	0.6549805867	0.6276089223
66	0.6560026907	0.6270493382
67	0.6564426299	0.6265963064
68	0.6577373839	0.6261077077
69	0.6581456955	0.6257435433
70	0.6588604101	0.6250764192
71	0.6586898625	0.6248594618
72	0.6580427506	0.6244319688
73	0.6599150774	0.6239320086
74	0.659404646	0.6235427005
75	0.6606637498	0.6230739105
76	0.6629052311	0.6226589647
77	0.6630076449	0.6222119594
78	0.6630398715	0.6216511404
79	0.6623269616	0.6215611861
80	0.66422054	0.621149797
81	0.6663153225	0.6205767272
82	0.6667859325	0.6199528266
83	0.6681072801	0.6194578061
84	0.66800448	0.6192237076
85	0.6679066015	0.6187506199
86	0.6683078363	0.6185411217
87	0.6695889812	0.6180383951
88	0.6690227407	0.6177039192
