iter	Logloss	F1:use_weights=true	F1:use_weights=false
710	0.5763243797	0.70855933	0.4977973568
715	0.5760994754	0.7092182031	0.4984266834
720	0.5756073137	0.7093393039	0.4986620494
725	0.5752593966	0.7095474747	0.4987413468
730	0.5749395303	0.7092585655	0.4985051141
735	0.5745859034	0.7102056882	0.4993706734
740	0.5742034496	0.7103326478	0.4992925641
745	0.5738706112	0.7103326478	0.4992925641
750	0.573612279	0.710044141	0.4990566038
755	0.5733438019	0.7103730351	0.4993710692
760	0.5730593592	0.7104538234	0.4995281535
765	0.5727556248	0.7106210257	0.4995284502
770	0.5725134798	0.7111165897	0.4998429155
775	0.5721018667	0.7107826318	0.4998427178
780	0.5719081175	0.7104538234	0.4995281535
785	0.571584925	0.7112730578	0.5004721435
790	0.5712252555	0.7120516372	0.5013383719
795	0.5708479574	0.7119302218	0.5011016682
800	0.5705315835	0.7125826013	0.5020485345
805	0.5702172053	0.7132837503	0.5024397922
810	0.5698539879	0.7138144447	0.5031505986
815	0.5695723171	0.7143452636	0.5038625256
820	0.5692700794	0.714635629	0.5037783375
825	0.5691201802	0.7147167766	0.5039370079
830	0.5689234928	0.7146762005	0.5038576602
835	0.5686832882	0.713854999	0.5032298724
840	0.5684249005	0.7145107972	0.5038600914
845	0.5681958385	0.7143452636	0.5038625256
850	0.5678897757	0.7147137567	0.5042573321
855	0.5676078831	0.7143452636	0.5038625256
860	0.5673289286	0.7144264468	0.5040214477
865	0.5670819607	0.7148385325	0.5041752009
870	0.5668267329	0.7163536388	0.505511811
875	0.5665335313	0.7171703021	0.5064607627
880	0.5661871111	0.7167619921	0.5059861374
885	0.5660428663	0.7168433183	0.5061456035
890	0.5658372538	0.7168839883	0.5062253743
895	0.5655671691	0.7169653422	0.5063849913
