iter	F1	Logloss
0	0.6651154019	0.6907717653
1	0.6141810689	0.688395269
2	0.6308980732	0.6859869861
3	0.6371972581	0.6837425692
4	0.6362384459	0.6817192344
5	0.6263954602	0.6799010337
6	0.6268326123	0.6779634135
7	0.6359023761	0.676115673
8	0.6361152066	0.6742785098
9	0.6338185969	0.6724464983
10	0.6356921241	0.6710627344
11	0.6345502124	0.6697094967
12	0.6335907908	0.6683302268
13	0.6385052594	0.6669303504
14	0.6352805706	0.6656903392
15	0.638223433	0.6640707507
16	0.6391402797	0.6627683718
17	0.6397876983	0.6614423172
18	0.6389453824	0.6601021779
19	0.643020151	0.6587633539
20	0.6436700882	0.6575427984
21	0.646180027	0.6564643515
22	0.6462983247	0.6557822522
23	0.6464873453	0.654654755
24	0.6475719444	0.6537557387
25	0.6472789283	0.6528307998
26	0.6463333732	0.6518043626
27	0.6499470658	0.6508359635
28	0.6502414523	0.6501977628
29	0.6526555438	0.6492954582
30	0.6539070102	0.6483969899
31	0.6523897338	0.6474444294
32	0.6517219741	0.6467670433
33	0.6535210955	0.6459381222
34	0.6536571576	0.6452192489
35	0.6524453775	0.6446303176
36	0.6544661074	0.6439429023
37	0.6554890572	0.6432079712
38	0.654866957	0.6424732046
39	0.6534708262	0.6415513895
40	0.6537575945	0.6410355677
41	0.6553694354	0.640342069
42	0.6559806254	0.6395210946
43	0.6567113946	0.6389650461
44	0.6569685751	0.6383298596
45	0.6575139549	0.6378283966
46	0.6593027208	0.6371295271
47	0.6583122717	0.6363905405
48	0.6591079141	0.6355972424
49	0.659252783	0.635018176
50	0.659585457	0.6345272355
51	0.6607924749	0.6340702191
52	0.6609036137	0.6336045983
53	0.6602770225	0.6329041395
54	0.6607512873	0.6323600932
55	0.6626888805	0.6316818302
56	0.6626162113	0.6311397569
57	0.661738152	0.6304328311
58	0.6628706231	0.6301332138
59	0.6623228231	0.6294327549
60	0.6634535641	0.6288864068
61	0.6636720269	0.6283636248
62	0.6645837411	0.6278496663
63	0.6641823334	0.6275278531
64	0.6661149792	0.6268306277
65	0.6663331324	0.6264527493
66	0.6677142553	0.6258759298
67	0.6685120626	0.6250923322
68	0.6689485692	0.6246193677
69	0.6688049451	0.6242781536
70	0.6693086531	0.6237937896
71	0.6707231696	0.6233910847
72	0.6695283849	0.6230478977
73	0.6694249449	0.6226336837
74	0.6695349741	0.6223720461
75	0.6708740492	0.6217961583
76	0.6728662083	0.6212751848
77	0.6730501824	0.6207087234
78	0.6738486129	0.6202033145
79	0.6733079152	0.6196904521
80	0.6726562408	0.6191872353
81	0.6726300812	0.6187697331
82	0.6730982442	0.6183565057
83	0.6737012668	0.6180366106
84	0.6734242765	0.6176208622
85	0.6734184326	0.617359663
86	0.6738916061	0.6170490299
87	0.6740634921	0.6167848165
88	0.6744755537	0.6163408436
89	0.6751267089	0.6158640975
90	0.6754818862	0.6155516011
91	0.6749789941	0.6153126526
92	0.6755260324	0.6146823437
93	0.6757404811	0.6141825249
94	0.6770406231	0.6139076793
95	0.6770776284	0.6136862683
96	0.677921074	0.6132500229
97	0.6784222854	0.6127432986
98	0.6782459147	0.6125060491
99	0.6779493449	0.6122296142
100	0.6788210651	0.6118691636
101	0.6796828526	0.6114619647
102	0.6800441399	0.6111239293
103	0.6806921427	0.610782496
104	0.6806655478	0.6103338648
105	0.6799056794	0.6100601701
106	0.6801658286	0.6098583792
107	0.6807399269	0.6095846297
108	0.681611326	0.6093095101
109	0.682419882	0.6089245071
110	0.6817829431	0.608722771
111	0.6813576219	0.6084479802
112	0.6812084194	0.6080963532
113	0.6831301889	0.6078327974
114	0.6826319174	0.6075789969
115	0.684001313	0.6072316447
116	0.6832544123	0.607012097
117	0.6843751158	0.6067344564
118	0.6844742622	0.6064335238
119	0.6845116521	0.6062850579
120	0.6850729898	0.6056191808
121	0.6845135357	0.6051346524
122	0.6854714846	0.6047709684
123	0.6859074316	0.6043824579
124	0.6887232531	0.6039321825
125	0.6882882735	0.6036510892
126	0.6883038232	0.6033615559
127	0.6891206449	0.6032119391
128	0.689952929	0.602832581
129	0.6906926809	0.6025984553
130	0.6910519445	0.6023070587
131	0.6911272632	0.6018270791
132	0.6917126281	0.6015423139
133	0.6920718607	0.6013568
134	0.6921850367	0.6011287576
135	0.6925819873	0.6009335433
136	0.6932246329	0.6006316242
137	0.6936025773	0.6004055548
138	0.6925625572	0.6002950137
139	0.6935269554	0.5999189438
140	0.6937917041	0.5997163857
141	0.6936782156	0.5994695453
142	0.6938108486	0.5992164024
143	0.6936972828	0.5990814184
144	0.693980934	0.5988297552
145	0.6942266006	0.5986999229
146	0.6945857399	0.5984579601
147	0.6951900867	0.5981794426
148	0.6962284973	0.5979359454
149	0.6968486158	0.5977258789
150	0.6977764941	0.5972881538
151	0.6979447687	0.5970509591
152	0.6986833709	0.5968375496
153	0.6978362572	0.5966158097
154	0.6985914457	0.5963858492
155	0.6985153038	0.5960428266
156	0.6998953874	0.595814291
157	0.7000480057	0.5955498583
158	0.7006501241	0.5954261093
159	0.7010083023	0.5950815521
160	0.7002918686	0.5948491254
161	0.7009701078	0.5946259607
162	0.7001773899	0.5943687074
163	0.7015575153	0.5940428386
164	0.7022736391	0.5937810366
165	0.7031174622	0.5935003269
166	0.7028495716	0.5931991203
167	0.7030026269	0.5928465068
168	0.702631585	0.5925579601
169	0.7024650092	0.5924274153
170	0.7034750845	0.5922741813
171	0.7028745895	0.5918964673
172	0.7031043556	0.5917435074
173	0.7041392859	0.59161088
174	0.7032959421	0.591472827
175	0.7035005175	0.5911487668
176	0.7037049596	0.5909668152
177	0.7052236649	0.5907795475
178	0.7073374776	0.590343905
179	0.7074423153	0.5899165379
180	0.7069593842	0.5896396646
181	0.7069593842	0.5895455101
182	0.7068824585	0.5892523049
183	0.7069701719	0.5891648366
184	0.707123984	0.5889420007
185	0.7077117252	0.5887605424
186	0.7085023623	0.5884599386
187	0.7082326803	0.58826171
188	0.7078657658	0.5880784979
189	0.7085023623	0.587753232
190	0.7081740483	0.5874976777
191	0.7080584109	0.5873907537
192	0.7079428112	0.5872617434
193	0.7082226474	0.5870492108
194	0.7086565586	0.5869397658
195	0.7090133169	0.586694734
196	0.7094471826	0.5864124898
197	0.7106800281	0.5861867492
198	0.7115938597	0.5860329672
199	0.7118724687	0.5858631823
200	0.7114311238	0.5856043397
201	0.7113151301	0.585559619
202	0.7112764739	0.5853345909
203	0.7117872374	0.5851649156
204	0.7114697968	0.5848810272
205	0.7112295898	0.5846676725
206	0.7121819777	0.5845461705
207	0.7117098737	0.5844675806
208	0.7117098737	0.5842789976
209	0.7119111426	0.5841283395
210	0.7126688832	0.5840388434
211	0.7118337989	0.5839571296
212	0.7122670119	0.5838480134
213	0.7123368332	0.5836572931
214	0.7125379532	0.5834865764
215	0.712731609	0.5833249025
216	0.7122905118	0.5830600314
217	0.7125230324	0.5828698043
218	0.7131968126	0.5828071077
219	0.7135141642	0.5824820062
220	0.7130416773	0.5823500913
221	0.7124842684	0.5821483004
222	0.7131509305	0.5819119826
223	0.713669411	0.5814720104
224	0.7139090498	0.581408985
225	0.7139478746	0.5813730331
226	0.7137082332	0.5812370079
227	0.7137470597	0.5811143549
228	0.7140643742	0.5808403862
229	0.71342271	0.5806144265
230	0.7134615525	0.5804950618
231	0.7140578235	0.5802341914
232	0.7121900439	0.5800257692
233	0.7129813291	0.5798669451
234	0.7130590167	0.5796811572
235	0.7134157695	0.5795803166
236	0.713973503	0.5794351389
237	0.7140123819	0.5792141116
238	0.714452981	0.5791355764
239	0.7144141013	0.5790664129
240	0.714329964	0.5789039718
241	0.7142521884	0.5786865615
242	0.7151205088	0.5784909087
243	0.7152762663	0.5783063265
244	0.7155213991	0.5781455843
245	0.7156048908	0.5779773887
246	0.7154824738	0.5778592297
247	0.7154824738	0.577778338
248	0.715404636	0.5776239532
249	0.7151264264	0.5775578587
250	0.7154824738	0.5772994545
251	0.7159163296	0.57718146
252	0.7157605763	0.5771430967
253	0.7156771425	0.5769910137
254	0.7166281016	0.5767196756
255	0.7160331891	0.576434746
256	0.716272254	0.5763419068
257	0.7169886721	0.5762147599
258	0.7170276434	0.5761274012
259	0.7163553657	0.5759959795
260	0.7174566083	0.575691375
261	0.7170618656	0.575617005
262	0.7173785765	0.5755373738
263	0.7180507259	0.5750861119
264	0.7177732383	0.5749320011
265	0.7180507259	0.5747569
266	0.7187225128	0.5746036113
267	0.7178903505	0.5743932161
268	0.7176127228	0.5741731752
269	0.7182850284	0.5740696491
270	0.7182850284	0.5739834413
271	0.718523368	0.5738308102
272	0.71955033	0.5736942369
273	0.7187578377	0.573616195
274	0.7188788014	0.5735332755
275	0.7193939375	0.5734033336
276	0.7193939375	0.573308357
277	0.7193939375	0.5731932123
278	0.7193548501	0.5731017981
279	0.7195112255	0.5730387179
280	0.71955033	0.5728783593
281	0.7192732562	0.5728261852
282	0.7196253285	0.572669937
283	0.7201403255	0.5725192241
284	0.7199446426	0.5722305678
285	0.7199055188	0.5721382218
286	0.7201823661	0.5719595037
287	0.7202214965	0.5718943409
288	0.7195861923	0.571587599
289	0.7195470604	0.5715581689
290	0.7198633189	0.5714206091
291	0.7202969485	0.5712940102
292	0.71998076	0.5712708278
293	0.7198241804	0.5709643052
294	0.7200620396	0.5707510601
295	0.7205373718	0.5705556265
296	0.7211688158	0.5703874857
297	0.7207723085	0.570295907
298	0.7212863299	0.5701675544
299	0.7216019309	0.5700796477
300	0.7218782326	0.5696576515
301	0.7226265717	0.5695442057
302	0.7221134797	0.5692906244
303	0.7221134797	0.5691390346
304	0.7221919295	0.5690760092
305	0.7236889162	0.5687912988
306	0.7239647383	0.5686393801
307	0.7234924804	0.5684448234
308	0.72329512	0.5683081953
309	0.7236487995	0.5681131454
310	0.7234513292	0.5679881359
311	0.7238847781	0.5677965386
312	0.7243579948	0.5677488038
313	0.7244760551	0.5676549781
314	0.7242001487	0.5675878423
