iter	Logloss
349	0.4034599895
350	0.4032907347
351	0.4030853774
352	0.4028530102
353	0.4026248275
354	0.4023743094
355	0.4021666713
356	0.401987995
357	0.4016889648
358	0.4014649997
359	0.4012587905
360	0.4010575251
361	0.4009533759
362	0.4007828162
363	0.4007076846
364	0.4004471662
365	0.4002025508
366	0.4000429824
367	0.3999793919
368	0.3997037861
369	0.3994999413
370	0.3993149487
371	0.3990898135
372	0.3987814375
373	0.3986240942
374	0.3983382606
375	0.3982709178
376	0.3980292861
377	0.3977790066
378	0.3976529589
379	0.3973944303
380	0.397371531
381	0.3971318263
382	0.3968707445
383	0.3967261799
384	0.3965622675
385	0.3963235901
386	0.3961122597
387	0.3961053855
388	0.3958773637
389	0.3956750911
390	0.3953923666
391	0.3951582039
392	0.3949561518
393	0.3949486145
394	0.3947801483
395	0.3945839267
396	0.3943845501
397	0.3941855428
398	0.3939873129
399	0.3937782543
400	0.3936076216
401	0.393381741
402	0.3931106081
403	0.3929493637
404	0.3929079216
405	0.392757296
406	0.3926197872
407	0.3925000882
408	0.3924619118
409	0.3921945454
410	0.3921657871
411	0.3919979625
412	0.391823674
413	0.3916621465
414	0.3915193034
415	0.391328999
416	0.3911650689
417	0.3908775823
418	0.390718835
419	0.3905877847
420	0.3905041702
421	0.3903251741
422	0.3902612876
423	0.3900095893
424	0.3900026031
425	0.3898998323
426	0.389571114
427	0.3893189127
428	0.3891403553
429	0.3889012341
430	0.3886400945
431	0.3883771505
432	0.3881347236
433	0.3879978665
434	0.3878571016
435	0.387571244
436	0.3873907315
437	0.3871139628
438	0.386843451
439	0.3866486339
440	0.3865586886
441	0.3863056309
442	0.3860735479
443	0.3858975762
444	0.3857562565
445	0.3855072342
446	0.3853651657
447	0.3851727417
448	0.3850551028
449	0.3847529559
450	0.3846259776
451	0.3843290109
452	0.3842397456
453	0.3840371171
454	0.3840285287
455	0.383893748
456	0.3836121712
457	0.383458872
458	0.3832019974
459	0.3829939715
460	0.3828754136
461	0.3826372234
462	0.3823987285
463	0.3821249581
464	0.3819234525
465	0.3817234843
466	0.3816543393
467	0.3814804827
468	0.3813728714
469	0.3811416408
470	0.3810055185
471	0.3807787935
472	0.3805940914
473	0.3804769909
474	0.3802741556
475	0.3800817323
476	0.3798124436
477	0.3796074627
478	0.3794145454
479	0.3793853216
480	0.379217174
481	0.3790421721
482	0.3790190786
483	0.3788591261
484	0.3786658657
485	0.3785923337
486	0.3784885936
487	0.3782442062
488	0.3780748637
489	0.3778594525
490	0.3777679707
491	0.3776287736
492	0.3774322605
493	0.3773158321
494	0.3770971812
495	0.3769423384
496	0.376843088
497	0.3766393954
498	0.3764285939
499	0.376275357
500	0.3761259035
501	0.3761199948
502	0.3759403075
503	0.3757292356
504	0.3755248075
505	0.375329395
506	0.37531995
507	0.3751619657
508	0.3748919031
509	0.3746983472
510	0.3744634308
511	0.374378101
512	0.3741540031
513	0.3741484812
514	0.3741209681
515	0.3740119875
516	0.3738173168
517	0.3736765858
518	0.3735133194
519	0.3734165027
520	0.3732700883
521	0.3731235933
522	0.3729517531
523	0.3727529768
524	0.3725418876
525	0.372294724
526	0.3721503264
527	0.3720228723
528	0.3719173276
529	0.3718515602
530	0.3716863361
531	0.3714516084
532	0.3712834502
533	0.3712095766
534	0.3710824818
535	0.3709990793
536	0.3709827269
537	0.3707834063
538	0.3706527327
539	0.3704576984
540	0.3702679158
541	0.3702610119
542	0.3700762103
543	0.3700507403
544	0.369907796
545	0.3699027431
546	0.3698978283
547	0.3697575924
548	0.3695875431
549	0.3693112508
550	0.3691395528
551	0.3689449979
552	0.3686692126
553	0.3684355254
554	0.3682340873
555	0.3681312578
556	0.3680594524
557	0.3678875808
558	0.3677124426
559	0.3675349132
560	0.3673608787
561	0.367163318
562	0.3670749663
563	0.3670662936
564	0.3670431987
565	0.3668156383
566	0.3666473298
567	0.3664730603
568	0.3664666536
569	0.3663293358
570	0.3661507291
571	0.3658516403
572	0.3656925078
573	0.3655174507
574	0.3654218495
575	0.3654180674
576	0.3652444832
577	0.3649667719
578	0.3647641248
579	0.3646520087
580	0.3643556313
581	0.3642741523
582	0.3639847308
583	0.3638327763
584	0.3636624289
585	0.3634208909
586	0.3632379297
587	0.3631009015
588	0.3630455983
589	0.3627589481
590	0.3626882503
591	0.3625340492
592	0.3622963455
593	0.3620204337
594	0.3618775952
595	0.3616756057
596	0.3614542033
597	0.3612399334
598	0.3611047156
599	0.3609141829
600	0.3607283837
601	0.3605830119
602	0.3605777947
603	0.3603746327
604	0.3602865821
605	0.3600745463
606	0.3599973073
607	0.3597970602
608	0.3596657784
609	0.3594560191
610	0.3593091456
611	0.3592179617
612	0.3590094598
613	0.3588376535
614	0.358634428
615	0.3583994966
616	0.3582621956
617	0.3582198454
618	0.3580887948
619	0.3578505663
620	0.3576298688
621	0.3574333734
622	0.357201005
623	0.3570395981
624	0.3568204033
625	0.3566020051
626	0.3563820996
627	0.3561330775
628	0.3559688096
629	0.3558486118
630	0.3557528259
631	0.3556851097
632	0.3555420547
633	0.3553712544
634	0.3550814997
635	0.3550704828
636	0.3548732259
637	0.3546583242
638	0.3544135204
639	0.3542320338
640	0.3542253792
641	0.3541373205
642	0.3540344159
643	0.3539052172
644	0.3538275869
645	0.3536612144
646	0.3534680111
647	0.3532033369
648	0.3530459786
649	0.3528547355
650	0.3526312707
651	0.352420725
652	0.3521927308
653	0.3519677881
654	0.3517400633
655	0.3515605803
656	0.351423518
657	0.3513035985
658	0.3511203763
659	0.3509885807
660	0.350906842
661	0.3507476704
662	0.3505655656
663	0.3503215342
664	0.3501227529
665	0.3499079845
666	0.3497886644
667	0.3495448001
668	0.3494451129
669	0.3493402625
670	0.3492083585
671	0.3492026708
672	0.3490804639
673	0.348962703
674	0.348747812
675	0.348620299
676	0.3484838083
677	0.3483419038
678	0.3481729512
679	0.3480215647
680	0.3479067464
681	0.3477675079
682	0.3477622346
683	0.3475576822
684	0.3473537377
685	0.3472600811
686	0.3470554116
687	0.3469217011
688	0.3467573554
689	0.346569867
690	0.3463933975
691	0.3462455795
692	0.3461693853
693	0.3460355118
694	0.3457691543
695	0.3455416742
696	0.3453375791
697	0.3452029344
698	0.3449952422
699	0.3448863845
700	0.3448118032
701	0.3447237937
702	0.3446286771
703	0.3444408474
704	0.344323315
705	0.3443187607
706	0.3442399005
707	0.3440350961
708	0.3440320047
709	0.3438903757
710	0.343738139
711	0.3436042283
712	0.3435455096
713	0.3434714634
714	0.3432894374
715	0.3431308757
716	0.3431273147
717	0.3429308526
718	0.3428521484
719	0.3426207108
720	0.3424689393
721	0.3423586712
722	0.3421778556
723	0.3420445247
724	0.3419270564
725	0.341773402
726	0.3415980932
727	0.3415280655
728	0.3414021239
729	0.3411955839
730	0.3411587754
731	0.3410062584
732	0.3408746058
733	0.3406986009
734	0.3405388561
735	0.3403605222
736	0.3402356754
737	0.3400009059
738	0.3398219688
739	0.3396647538
740	0.3395728137
741	0.3394076053
742	0.3392449853
743	0.3390884235
744	0.3388969262
745	0.3388098763
746	0.338678467
747	0.3385045582
748	0.3382573304
749	0.3382520564
750	0.3380779709
751	0.3380696309
752	0.3380020445
753	0.3379636052
754	0.3377930299
755	0.3377892195
756	0.3375662171
757	0.3375130738
758	0.3374286793
759	0.3372914405
760	0.3372752993
761	0.3371136265
762	0.3370347432
763	0.3370298553
764	0.3369794958
765	0.3368181759
766	0.3366627795
767	0.3365194231
768	0.3363764486
769	0.3362270446
770	0.3361571243
771	0.3359801623
772	0.3359759382
773	0.3358277814
774	0.3357833267
775	0.3357385638
776	0.3355390839
777	0.3353642699
778	0.3352914959
779	0.3351678447
780	0.3350640459
781	0.3349641634
782	0.3348229488
783	0.3347326896
784	0.3345396409
785	0.3344364823
786	0.3342272394
787	0.3340449156
788	0.3339256495
789	0.3339213425
790	0.3337867864
791	0.3336008312
792	0.3334878753
793	0.3333219082
794	0.3332326671
795	0.3331288745
796	0.3329874724
797	0.3327860554
798	0.332692202
799	0.3326681403
800	0.3325756178
801	0.3324593487
802	0.3323800403
803	0.332294339
804	0.3321572691
805	0.3319871541
806	0.3318569412
807	0.3316864285
808	0.3314364337
809	0.331293635
810	0.3312441834
811	0.3311393261
812	0.3309757651
813	0.330711044
814	0.3306148063
815	0.3305485068
816	0.3304063376
817	0.3303932686
818	0.3302795262
819	0.3300846632
820	0.3300566901
821	0.3298864113
822	0.3298136947
823	0.3296282151
824	0.3294440297
825	0.3293132424
826	0.3291400118
827	0.329000097
828	0.3289505291
829	0.3288105335
830	0.3286627593
831	0.328575683
832	0.3284242452
833	0.3283341428
834	0.328194343
835	0.3279979113
836	0.327941182
837	0.3278328789
838	0.3277281327
839	0.3275708884
840	0.3274595243
841	0.3273079964
842	0.327183806
843	0.3271806594
844	0.3270970066
845	0.3269428778
846	0.326777786
847	0.3265705953
848	0.3264265649
849	0.3262745204
850	0.3261807547
851	0.3260511801
852	0.3258098931
853	0.3256756688
854	0.3255410625
855	0.3254190026
856	0.3252427827
857	0.3251397165
858	0.3250621138
859	0.3248939312
860	0.3248516065
861	0.3247614911
862	0.3246527467
863	0.3244894409
864	0.3244141308
865	0.3242902937
866	0.3241365499
867	0.3239441643
868	0.3238391572
869	0.3238048143
870	0.323801861
871	0.3236349344
872	0.3236228634
873	0.3234871294
874	0.3233535922
875	0.3233469653
876	0.3231591467
877	0.3230544803
878	0.3229622983
879	0.3227869898
880	0.3227401235
881	0.3226495102
882	0.3225125897
883	0.3223893018
884	0.3222382927
885	0.322064031
886	0.3219623217
887	0.3217356169
888	0.3215360298
889	0.3214288148
890	0.3213004103
891	0.3211953826
892	0.3211280651
893	0.3210296582
894	0.3207948879
895	0.320648338
896	0.3205265453
897	0.3204481473
898	0.3203715922
899	0.3201530322
900	0.319996494
901	0.3198861968
902	0.3197575126
903	0.3196390611
904	0.3195275162
905	0.3193878874
906	0.3192029936
907	0.3191076812
908	0.3191019922
909	0.3190249413
910	0.3188384108
911	0.3188301794
912	0.3187442849
913	0.3187061396
914	0.3186332618
915	0.318527357
916	0.3183961917
917	0.318190639
918	0.3180601734
919	0.3179755164
920	0.3178525863
921	0.3176139492
922	0.3176039241
923	0.3175421966
924	0.3172722781
925	0.3171519793
926	0.3170582649
927	0.3169610256
928	0.3169002799
929	0.3167752495
930	0.3166329441
931	0.3165488266
932	0.3163923475
933	0.3162131407
934	0.316108021
935	0.3160015571
936	0.3158570769
937	0.3158136241
938	0.3156814653
939	0.3155026288
940	0.3153636081
941	0.3152950505
942	0.315064444
943	0.3149764754
944	0.3148551185
945	0.3148504523
946	0.3147334096
947	0.3147113107
948	0.3145949935
949	0.3145365169
950	0.3143687466
951	0.3141941468
952	0.3140278513
953	0.3138975728
954	0.3138089481
955	0.3136627216
956	0.3135653482
957	0.3135629475
958	0.3134843235
959	0.3133873468
960	0.3132113608
961	0.3130249291
962	0.3128284074
963	0.3127435688
964	0.3125487796
965	0.3124059731
966	0.3122558144
967	0.3120548065
968	0.3119046101
969	0.31175993
970	0.3115407128
971	0.3114543061
972	0.3113888614
973	0.3111829463
974	0.3110192471
975	0.3109721002
976	0.3108869136
977	0.3107123338
978	0.3105486124
979	0.3104861563
980	0.3103185277
981	0.3102208205
982	0.3101373405
983	0.3099375797
984	0.3097978226
985	0.3097434265
986	0.3096640807
987	0.3096621772
988	0.3095071861
989	0.3093879405
990	0.3093827495
991	0.3093289581
992	0.309243069
993	0.3091583824
994	0.3090554743
995	0.3089134113
996	0.3086887489
997	0.3085597101
998	0.3084359851
999	0.3082936486
