iter	Logloss	F1
0	0.4918784432	0
1	0.4737966376	0.06977721732
2	0.4650444738	0.1251485149
3	0.4570662897	0.1701149425
4	0.4516510522	0.1834792539
5	0.4481393079	0.1996233522
6	0.4451559954	0.2191073405
7	0.4408578743	0.2379746835
8	0.4383751195	0.2527907814
9	0.4341855467	0.2765657987
10	0.4302786928	0.2889200561
11	0.4229241103	0.3156471781
12	0.4178941028	0.3277479893
13	0.4127698144	0.347768595
14	0.4087130633	0.3570487484
15	0.4035080361	0.3696651346
16	0.3996156306	0.3814500327
17	0.3974133328	0.3902439024
18	0.3940175786	0.4105195638
19	0.3889468027	0.4299182904
20	0.385147853	0.4365004704
21	0.3812821061	0.447425897
22	0.3784424603	0.4530523706
23	0.3738002403	0.4618238022
24	0.3706189139	0.4727943437
25	0.369807169	0.4710591133
26	0.3665358631	0.4797794118
27	0.3627779341	0.4847374847
28	0.3590357971	0.5010615711
29	0.3557345522	0.5009129641
30	0.3515798283	0.5134563048
31	0.3475140093	0.5350929814
32	0.3435892161	0.5388724036
33	0.340518972	0.5462607153
34	0.3359326446	0.5603977771
35	0.3326681325	0.5659163987
36	0.3290281806	0.5757487642
37	0.3272196876	0.577984316
38	0.3246746068	0.5860974906
39	0.3232680652	0.5876258993
40	0.3187462357	0.5990282938
41	0.3157490015	0.597655133
42	0.3114986657	0.6046114432
43	0.3082998782	0.6116780045
44	0.3056029623	0.6186847305
45	0.3024877267	0.6231353786
46	0.2993480888	0.6339960795
47	0.2971942622	0.6409116176
48	0.2945178621	0.6453940067
49	0.2923125834	0.6526664825
50	0.2892854487	0.6521619389
51	0.2870712393	0.6580821918
52	0.2855981049	0.6604549192
53	0.2825015414	0.6613567701
54	0.2803375007	0.6648381788
55	0.2778124593	0.6708549577
56	0.2776581242	0.6708549577
57	0.2754236608	0.6761100518
58	0.2752499227	0.6771996731
59	0.2707025739	0.6884979702
60	0.2695301179	0.6867045762
61	0.2668835805	0.6939875977
62	0.2635644645	0.7011802575
63	0.2613071341	0.7050321199
64	0.260176229	0.7067307692
65	0.2577317171	0.7110519308
66	0.2549132571	0.7142476698
67	0.2533021361	0.7104
68	0.2505697792	0.7214153684
69	0.2486003424	0.7230566535
70	0.2459915372	0.7266982622
71	0.2429583499	0.7316688568
72	0.241463014	0.7306680694
73	0.239639643	0.7321944809
74	0.2386084846	0.7374770522
75	0.2371890665	0.7360672976
76	0.2338655827	0.7452312516
77	0.2320721851	0.7503254361
78	0.2304711529	0.7538341565
79	0.2290906825	0.7561102444
80	0.2260031169	0.7588357588
81	0.2250443878	0.7607170694
82	0.2232643979	0.7647668394
83	0.2208802508	0.7672012416
84	0.2177181318	0.7740607308
85	0.2151750792	0.7805128205
86	0.2133304732	0.7844342038
87	0.2114409562	0.7867007673
88	0.2105569487	0.7889767798
89	0.2072313703	0.7926736199
90	0.204638295	0.792866242
91	0.2034126865	0.7957262783
92	0.2004405455	0.7992886179
93	0.1987438198	0.8038471273
94	0.1965501524	0.8094034378
95	0.1948983208	0.814422592
96	0.1921166355	0.8132863613
97	0.1891422603	0.820757082
98	0.1869526303	0.8225887056
99	0.1852949181	0.8272251309
100	0.1837238327	0.8279810804
101	0.1817507619	0.8292682927
102	0.1807014695	0.8318012422
103	0.18037416	0.8322147651
104	0.1784235763	0.8313492063
105	0.1766771348	0.8326713009
106	0.1749968952	0.8371287129
107	0.173230686	0.840729783
108	0.1720040331	0.8434804042
109	0.1705504167	0.8474242051
110	0.1696395788	0.8492746496
111	0.1675793962	0.8503317768
112	0.1654440996	0.8518791452
113	0.1627920833	0.857985258
114	0.1603995015	0.8601570167
115	0.159028158	0.8623898139
116	0.1572076191	0.8679153491
117	0.1568577379	0.8677867056
118	0.1556884102	0.8700097371
119	0.1542191983	0.8726300438
120	0.1531791079	0.8725060827
121	0.1514802699	0.8735129886
122	0.149758067	0.8778367938
123	0.1483880189	0.8780487805
124	0.1463739689	0.8818707811
125	0.1453624218	0.8830606352
126	0.1429646979	0.8883564926
127	0.1418489416	0.8895808383
128	0.1409541202	0.8920277711
129	0.1406886057	0.893830703
130	0.1383533962	0.8968481375
131	0.1367165066	0.8978713227
132	0.1352732694	0.8976076555
133	0.1336833532	0.9013613566
134	0.1325068791	0.9031183052
135	0.1315566246	0.9047619048
136	0.1307753556	0.9052380952
137	0.1300396958	0.9054986908
138	0.1287893718	0.9078822412
139	0.128084846	0.9075350606
140	0.1266367825	0.9095656302
141	0.1250220538	0.9130125622
142	0.123819398	0.9147176943
143	0.1237556234	0.9147176943
144	0.1228286764	0.9156626506
145	0.1220017386	0.9167649139
146	0.1206087247	0.9201789498
147	0.1199586622	0.920433145
148	0.1194609778	0.9203956665
149	0.1190682267	0.9220626324
150	0.1175393697	0.9236209335
151	0.1171151943	0.9221698113
152	0.11605709	0.9234032524
153	0.1150437946	0.9252116651
154	0.1136080224	0.9264844486
155	0.1124093629	0.9291412482
156	0.1114224267	0.9318609023
157	0.1104190236	0.9335212591
158	0.1089873017	0.9349001175
159	0.1079192628	0.9379245725
160	0.1065423638	0.9408463877
161	0.1055032619	0.9430172816
162	0.1045375175	0.9440559441
163	0.1043642944	0.9442500583
164	0.1039995767	0.9452086734
165	0.1032755191	0.9468531469
166	0.1023643913	0.9464119292
167	0.1018748545	0.947662247
168	0.100495049	0.9478827362
169	0.09932292194	0.9522041763
170	0.09839470718	0.9548924358
171	0.09801850318	0.9546296296
172	0.09691878994	0.9558789559
173	0.09595505768	0.9561403509
174	0.09531780347	0.9565819861
175	0.09405327845	0.9587272308
176	0.09277768156	0.9589483395
177	0.09238899261	0.9594470046
178	0.0914197198	0.9613615455
179	0.09025688298	0.9636948529
180	0.08941297682	0.9629799954
181	0.08799666039	0.9648194987
182	0.08660220556	0.9653272101
183	0.08563864146	0.9665137615
184	0.08475090108	0.9688644689
185	0.08401691563	0.9683921209
186	0.08387553336	0.9683921209
187	0.08330543324	0.9693363844
188	0.08264017499	0.970016022
189	0.08142256108	0.9709714286
190	0.08090925533	0.9718985607
191	0.08010750962	0.9739963504
192	0.07945445857	0.973984482
193	0.07881209533	0.9753537198
194	0.07802909108	0.9778992937
195	0.07660451882	0.9769459028
196	0.07614098036	0.9762448607
197	0.07514581647	0.9785779398
198	0.07427947812	0.978810663
199	0.07306292849	0.9799818016
200	0.07214981374	0.9820576879
201	0.07139573631	0.9827507944
202	0.0711170325	0.9825119237
203	0.0708827416	0.9829738933
204	0.06995238293	0.9829738933
205	0.06913526915	0.9850543478
206	0.06871947872	0.984364378
207	0.06825236117	0.9845944721
208	0.06748474828	0.9845944721
209	0.06724838991	0.9848244621
210	0.0668046902	0.9848244621
211	0.06618618731	0.9848244621
212	0.06537989672	0.9857433809
213	0.06453321426	0.9868896926
214	0.06412210533	0.9871186441
215	0.06334367187	0.9882565492
216	0.06264896788	0.9891696751
217	0.06217251757	0.9893929136
218	0.06158472055	0.9898534386
219	0.06153026494	0.9894024803
220	0.06041083527	0.9903087672
221	0.05988232041	0.9903087672
222	0.05922336132	0.9907595222
223	0.05871816363	0.9903087672
224	0.05802764393	0.9916685431
225	0.05766483508	0.9923492349
226	0.05761984682	0.9923492349
227	0.05731742681	0.9923492349
228	0.05684118777	0.9934816813
229	0.0563526241	0.9925792669
230	0.05566863711	0.9928122192
231	0.05495739741	0.9934904602
232	0.05429233898	0.9932614555
233	0.0538746743	0.9934875365
234	0.05342522038	0.9928122192
235	0.05289670318	0.9932614555
236	0.05194102862	0.9939393939
237	0.05159950105	0.9939393939
238	0.05133209486	0.9946140036
239	0.05101670603	0.9943883277
240	0.05055403558	0.9946164199
241	0.05012937683	0.9950672646
242	0.04978393824	0.9955156951
243	0.04977288228	0.9955156951
244	0.04945050956	0.9957389549
245	0.04899634304	0.9955136833
246	0.0486089974	0.9959641256
247	0.04815672524	0.9961891952
248	0.04789455261	0.9959641256
249	0.047604929	0.9964141641
250	0.04714539619	0.9959641256
251	0.04662164641	0.9961891952
252	0.04612092651	0.9964141641
253	0.0456164577	0.9964141641
254	0.04553341884	0.9964141641
255	0.0451245766	0.9968637993
256	0.04470646181	0.9970884658
257	0.04396457273	0.9970897694
258	0.04366642763	0.9970897694
259	0.04317300649	0.9979861267
260	0.04286309794	0.9977618621
261	0.04268471956	0.9975374972
262	0.04205182987	0.9975374972
263	0.04175028323	0.9977618621
264	0.04159433405	0.9979861267
265	0.04112947029	0.9979861267
266	0.04082090213	0.9977618621
267	0.04053602054	0.9977618621
268	0.04014487416	0.9982102908
269	0.03999194681	0.9982102908
270	0.03961567166	0.9982102908
271	0.0394478578	0.9982102908
272	0.03919384857	0.9984343547
273	0.03878828813	0.9984343547
274	0.03864700406	0.9984343547
275	0.03831207629	0.9984343547
276	0.03796633645	0.998882182
277	0.03777384927	0.998882182
278	0.03743291589	0.9991059455
279	0.03726878583	0.9991059455
280	0.03699341158	0.9991059455
281	0.03676288176	0.9993296089
282	0.03643299895	0.9993296089
283	0.0364253536	0.9993296089
284	0.03641847598	0.9993296089
285	0.03620474482	0.9993296089
286	0.03579698226	0.9991059455
287	0.0354973218	0.9991059455
288	0.03539885123	0.9991059455
289	0.03507593758	0.9995531725
290	0.03474659447	0.9993296089
291	0.03453161651	0.9993296089
292	0.03428766635	0.9993296089
293	0.0338121693	0.9995531725
294	0.03360821987	0.9993296089
295	0.03334696078	0.9997766361
296	0.03329241616	0.9997766361
297	0.03299896552	0.9995531725
298	0.03286612681	0.9997766361
299	0.03269979812	0.9997766361
300	0.03224750198	0.9997766361
301	0.03200504319	0.9997766361
302	0.0318636293	0.9995531725
303	0.0315910738	0.9997766361
304	0.03147679034	0.9997766361
305	0.03143103091	0.9997766361
306	0.03136796198	0.9997766361
307	0.03105267695	0.9997766361
308	0.03088694283	0.9997766361
309	0.03068649411	0.9997766361
310	0.0304338429	1
311	0.03035431887	1
312	0.02991927598	1
313	0.02962672771	1
314	0.02954359241	1
315	0.02923134737	1
316	0.02895706239	1
317	0.02851417261	1
318	0.02824371635	1
319	0.02819987782	1
320	0.0279587718	1
321	0.02787366362	1
322	0.02737826237	1
323	0.02722071564	1
324	0.02700856779	1
325	0.02680874511	1
326	0.02659383212	0.9997766361
327	0.02638875445	1
328	0.02620349108	1
329	0.02598986267	1
330	0.0259087391	1
331	0.02570629272	1
332	0.02549623336	1
333	0.02517414499	1
334	0.02494218057	1
335	0.02494215553	1
336	0.02493450778	1
337	0.02491961285	1
338	0.02464546943	1
339	0.02439339014	1
340	0.02422358132	1
341	0.02413557766	1
342	0.02402714067	1
343	0.02388071676	1
344	0.02376295892	1
345	0.0236423829	1
346	0.02348180656	1
347	0.02329834531	1
348	0.02305081692	1
349	0.02287231586	1
350	0.02261803795	1
351	0.02253909573	1
352	0.02250309248	1
353	0.0223827227	1
354	0.0221737229	1
355	0.02196747453	1
356	0.0218639809	1
357	0.02175118179	1
358	0.02168775464	1
359	0.02156582171	1
360	0.02134767116	1
361	0.02124961703	1
362	0.02098249173	1
363	0.02085966004	1
