iter	MAPE	RMSE
120	0.1750400089	287349.3006
121	0.174911694	287084.8587
122	0.1749058389	287022.679
123	0.1749124714	286973.9903
124	0.174638985	286548.1242
125	0.1745084861	286280.2926
126	0.1744315621	286005.1275
127	0.1741954097	285658.9599
128	0.1738955419	285183.3488
129	0.173802082	284987.0346
130	0.1736729061	284676.26
131	0.173340303	284428.3918
132	0.1732847014	284319.0245
133	0.1731089967	284199.3911
134	0.1729987794	284037.4109
135	0.1728888299	283741.3934
136	0.1726276588	283026.0018
137	0.172516721	282655.3861
138	0.1724077483	282402.0405
139	0.1721114395	282025.4818
140	0.1721032537	281977.919
141	0.1720406833	281720.2548
142	0.171895625	281511.4066
143	0.1718847712	281430.9685
144	0.1716878016	281029.2375
145	0.1714859486	280826.8578
146	0.1713272762	280266.2375
147	0.1712791589	280070.9839
148	0.1711791502	279842.5477
149	0.1710856459	279599.3747
150	0.1708169008	279249.3051
151	0.1706107825	278851.5479
152	0.170540583	278626.9113
153	0.1704938028	278456.9165
154	0.1704924515	278441.7706
155	0.1704116822	278146.1196
156	0.1702460647	277745.8073
157	0.1701171763	277442.2413
158	0.1700815129	277308.6076
159	0.1699077148	277081.4071
160	0.1698055437	276741.24
161	0.1695952665	276396.5218
162	0.1694329955	276126.3573
163	0.1693352597	275880.5622
164	0.1692838343	275680.5118
165	0.1691480663	275516.2485
166	0.1690785321	275293.0768
167	0.1690469709	275188.1047
168	0.1690509333	275175.4391
169	0.1689390399	274884.1836
170	0.16886186	274618.5342
171	0.1687774738	274242.375
172	0.1686628542	274064.0545
173	0.1685481516	273616.5393
174	0.1685135875	273483.9735
175	0.1684322634	273240.7664
176	0.1683895603	273021.6648
177	0.1683470539	272839.0201
178	0.1682085634	272616.0623
179	0.1680566915	272321.2003
180	0.1680164792	272156.2932
181	0.1678501141	271783.3129
182	0.1678317932	271579.2111
183	0.1674524858	271054.348
184	0.1674149769	270902.451
185	0.1672529855	270561.0715
186	0.167255429	270549.3281
187	0.1671893297	270409.645
188	0.1670966836	270119.0184
189	0.1670148476	269897.8541
190	0.166833387	269587.3493
191	0.1667105841	269419.1235
192	0.1665617338	269219.5428
193	0.1663919063	268977.464
194	0.1660914395	268703.1508
195	0.1660729143	268464.8982
196	0.1660674343	268452.1052
197	0.1660227315	268313.8397
198	0.1657323342	268040.5298
199	0.1656863089	267912.2606
200	0.1655429219	267512.5574
201	0.1654942523	267451.5815
202	0.1654374713	267276.2913
203	0.1653295138	267155.8284
204	0.1652477132	266863.5457
205	0.1652021945	266763.7215
206	0.1649061486	266377.9652
207	0.1648770882	266262.4073
208	0.1647940234	266096.6898
209	0.1647363608	265927.9023
210	0.1646200256	265743.7339
211	0.1645367718	265635.0198
212	0.1645407315	265626.3005
213	0.1644121982	265384.2384
214	0.1643375109	265198.9307
215	0.1642282731	264893.1196
216	0.164164705	264749.0064
217	0.1641683727	264706.2604
218	0.1641096119	264542.0561
219	0.1641082361	264520.5886
220	0.1640308399	264400.5725
221	0.1640109779	264329.5291
222	0.1639911125	264231.4038
223	0.1638843026	264085.2397
224	0.1637779412	263792.3463
225	0.1637804763	263783.3751
226	0.1637671255	263731.2307
227	0.1635731788	263281.0468
228	0.1634987442	263161.6861
229	0.1634483738	263013.6468
230	0.1633078064	262837.6786
231	0.163282229	262735.0965
232	0.1632851918	262698.7899
233	0.163076979	262414.9116
234	0.1630500983	262368.964
235	0.1630526821	262362.4003
236	0.1628202271	262017.1879
237	0.1627506337	261816.5901
238	0.162720874	261774.1362
239	0.1625619255	261539.5164
240	0.1624617	261422.9577
241	0.1624572286	261413.7781
242	0.1623270449	261265.6542
243	0.1622615651	261080.0024
244	0.1621348252	260775.0525
245	0.1620820329	260625.8417
246	0.1620128461	260428.8248
247	0.1619847381	260302.1153
248	0.1619208464	260098.4862
249	0.1618599833	259985.9384
250	0.1617412221	259620.4861
251	0.1616368917	259411.1287
252	0.1616173548	259349.5868
253	0.1615296627	259215.9614
254	0.1615225995	259176.1492
255	0.1614723887	258960.5951
256	0.1613795179	258633.8232
257	0.1612164731	258390.0275
258	0.1611207208	258160.2873
259	0.1610104134	258082.3166
260	0.160952255	257995.7994
261	0.1609287664	257900.1374
262	0.1606785548	257719.1873
263	0.1606064587	257552.5334
264	0.1605729088	257411.9404
265	0.1605470065	257326.2867
266	0.1604832728	257219.7557
267	0.1604541451	257117.792
268	0.1603720351	257011.5087
269	0.1602827049	256834.9792
270	0.1602181271	256556.1366
271	0.1601607298	256435.6144
272	0.1601074991	256255.2334
273	0.1600834651	256171.4145
274	0.1600460339	256098.177
275	0.1600030672	255971.1869
276	0.1599915638	255955.8561
277	0.1599196367	255905.3396
278	0.1597900474	255621.8189
279	0.1596850236	255454.5404
280	0.1596631698	255393.5017
281	0.1595756368	255146.3931
282	0.1595152869	254963.5214
283	0.1594153338	254669.2222
284	0.1593936027	254616.9076
285	0.1593805183	254572.0192
286	0.159315312	254411.8299
287	0.159307376	254370.1256
288	0.1592808244	254296.2546
289	0.159199222	254085.0948
290	0.159154055	253871.0052
291	0.159125488	253775.4144
292	0.1590331598	253648.1495
293	0.1589722034	253532.3777
294	0.1589201932	253467.9574
295	0.1588958589	253427.3931
296	0.1588816532	253368.5285
297	0.1588599572	253273.2215
298	0.1587940082	253167.3344
299	0.1587680881	252978.5186
300	0.158747196	252832.0037
301	0.1587057454	252728.9163
302	0.1586500056	252670.1607
303	0.1586421737	252640.3367
304	0.1585729423	252520.3343
305	0.1585157726	252359.5403
306	0.158478278	252246.9627
307	0.1584420701	252192.0899
308	0.15829481	251961.1396
309	0.1582873208	251925.719
310	0.1582196099	251683.46
311	0.1581297789	251468.7093
312	0.1581308076	251454.5067
313	0.1580924162	251391.7208
314	0.1580785066	251356.0724
315	0.1580150548	251189.4169
316	0.1578717594	250841.3982
317	0.1578122294	250741.4616
318	0.1577901141	250692.1284
319	0.1577288632	250520.8823
320	0.1577232568	250501.7325
321	0.1576922622	250419.5807
322	0.1576481358	250346.7213
323	0.1576450884	250331.2118
324	0.157576275	250219.5097
325	0.1575078912	250112.6684
326	0.157496888	250100.034
327	0.1574486912	249952.9572
328	0.1574172139	249820.8967
329	0.1573468653	249765.4938
330	0.1573384326	249720.4301
331	0.1573117512	249628.5551
332	0.1572548939	249494.493
333	0.1572347147	249459.419
334	0.1571751626	249255.8917
335	0.1571031081	249061.7422
336	0.1570646945	248939.0885
337	0.1570522003	248883.0144
338	0.1569796742	248752.2719
339	0.1569390904	248636.4233
340	0.1568325672	248338.2542
341	0.1568207095	248284.1114
342	0.1568269002	248205.7745
343	0.1568081486	248152.7198
344	0.1567486045	248057.0677
345	0.1566242342	247876.0154
346	0.1565816705	247783.4413
347	0.1565298527	247599.8454
348	0.156494877	247471.5515
349	0.1563384438	247317.032
350	0.1563264584	247279.9824
351	0.1563254712	247243.0316
352	0.1563076663	247174.4927
353	0.156206108	246966.1874
354	0.1561850981	246899.1957
355	0.156147651	246830.7281
356	0.1561029511	246678.4542
357	0.1560714997	246573.565
358	0.1560527807	246518.1823
359	0.1559823818	246298.8484
360	0.1559453391	246181.0785
361	0.15587905	246123.6993
362	0.1558064741	246071.7271
363	0.1557718524	246022.2533
364	0.1556876357	245825.2061
365	0.1556609832	245756.1105
366	0.1555066911	245624.4139
367	0.1554643244	245561.5788
368	0.1554184718	245487.7896
369	0.155359005	245390.2948
370	0.1552391395	245189.1883
371	0.1551137922	244921.7401
372	0.1549182981	244753.2194
373	0.1548621668	244660.819
374	0.1548236547	244530.5104
375	0.154814095	244464.0087
376	0.1547656094	244302.6135
377	0.1547290561	244233.9078
378	0.1546829671	244079.1655
379	0.154673827	244064.6316
380	0.1546481163	243970.9606
381	0.1546312046	243865.1135
382	0.1545732429	243659.6668
383	0.1545112573	243564.9366
384	0.1544866391	243527.5692
385	0.1544537132	243403.6229
386	0.1544278098	243363.2613
387	0.1544240374	243322.4284
388	0.1544098856	243291.5601
389	0.1544085478	243278.9026
390	0.1543471567	243167.6522
391	0.1543336416	243096.6204
392	0.154305842	243024.0883
393	0.1542981577	242984.8288
394	0.1542801825	242937.1187
395	0.1542263072	242824.0763
396	0.1541993043	242778.7487
397	0.1541884883	242746.2717
398	0.1541325462	242632.0507
399	0.1539441186	242419.7028
400	0.1539082094	242386.0728
401	0.1538977028	242370.211
402	0.1538156719	242192.1376
403	0.1537690548	242032.4756
404	0.1537592179	241982.7334
405	0.1537575247	241966.6264
406	0.1535744722	241882.2392
407	0.1535705476	241866.115
408	0.1535548993	241826.4545
409	0.1535331981	241749.0488
410	0.1535243586	241723.77
411	0.1534579416	241617.806
412	0.1534172397	241492.542
413	0.1533737792	241446.7058
414	0.153343183	241426.3014
415	0.1532313595	241196.128
416	0.1532112082	241164.9394
417	0.1531582624	241075.1144
418	0.1530845252	240840.5432
419	0.152988773	240581.2669
420	0.1529757873	240549.4272
421	0.1528992753	240457.4083
422	0.1528702648	240362.9349
423	0.1528033481	240333.2251
424	0.1527534563	240177.7285
425	0.1527000854	240111.9897
426	0.1526766991	240087.4629
427	0.1526472504	239997.1443
428	0.1525940596	239867.9757
429	0.1525471029	239794.2131
430	0.1524729777	239693.9118
431	0.1524665013	239677.8075
432	0.1524130347	239542.2788
433	0.1522918063	239344.041
434	0.1522334971	239216.0452
435	0.1521924675	239137.482
436	0.1521370295	239014.1103
437	0.152130894	238977.3232
438	0.152064865	238857.8859
439	0.1520415844	238758.2673
440	0.1518728701	238620.5025
441	0.1517999575	238544.6153
442	0.1517394903	238389.2638
443	0.1517324903	238337.4372
444	0.1517247333	238313.3571
445	0.1517064468	238228.6284
446	0.1516861298	238172.9304
447	0.1516734086	238125.8141
448	0.151632403	238114.2707
449	0.1516322206	238097.4087
450	0.1516327943	238080.8813
451	0.1515849324	237996.6997
452	0.1515802287	237983.0324
453	0.1515629789	237915.6941
454	0.1515193472	237773.067
455	0.1514559059	237604.7693
456	0.151454113	237585.0489
457	0.1514414526	237545.9667
458	0.1513748932	237462.2497
459	0.1513465545	237416.4869
460	0.1512564957	237309.7258
461	0.1512230836	237254.4691
462	0.1511830013	237189.8413
463	0.151175629	237154.7682
464	0.1511290647	237027.1938
465	0.1510539818	236871.863
466	0.1510132798	236799.1946
467	0.1509807767	236748.1883
468	0.1509487507	236699.1754
469	0.1509425183	236612.1986
470	0.150886237	236441.3483
471	0.1508330193	236351.4949
472	0.1507360405	236121.6112
473	0.1507263993	236055.3474
474	0.1506787031	236008.0045
475	0.1506482199	235892.6925
476	0.150592224	235706.5015
477	0.1505432116	235649.7594
478	0.1505067272	235593.5285
479	0.1504444936	235528.699
480	0.1503739111	235331.7662
481	0.1503588355	235295.3219
482	0.1503418527	235267.689
483	0.1503311737	235216.8677
484	0.1502580293	235112.5408
485	0.1502353568	235016.5459
486	0.1501992804	234942.2306
487	0.1501382582	234825.4451
488	0.1500387214	234633.116
489	0.1500271573	234607.8266
490	0.1499748704	234498.445
491	0.149924498	234444.635
492	0.1498955112	234379.9015
493	0.1498779301	234353.2631
494	0.1498562958	234308.4948
495	0.1498504771	234281.2191
496	0.1498284227	234205.8628
497	0.1497968398	234181.8061
498	0.1497691583	234108.1133
499	0.1497159484	233929.9586
500	0.1496926303	233878.2121
501	0.1496090113	233717.9014
502	0.1495520084	233654.8315
503	0.1494972612	233547.873
504	0.1495050253	233526.878
505	0.1494169815	233488.3406
506	0.1494009276	233430.505
507	0.1493260391	233321.3686
508	0.1493043304	233273.9455
509	0.1492226154	233155.1173
510	0.1492085221	233129.8874
511	0.1491763987	233090.9042
512	0.1491213885	232973.195
513	0.149044383	232852.5558
514	0.1490374052	232778.495
515	0.1490185855	232753.5588
516	0.1490036699	232688.7089
517	0.1489856118	232648.5109
518	0.1489393585	232532.0101
519	0.1489233546	232485.8643
520	0.1489140881	232457.6503
521	0.1489062778	232430.5743
522	0.1488609133	232336.1858
523	0.1486835885	232028.8492
524	0.1486728422	232001.21
525	0.1486180057	231868.6216
526	0.1485420395	231720.7013
527	0.1485264252	231685.2413
528	0.1484424459	231516.5444
529	0.1484057677	231468.5752
530	0.1483471032	231358.1058
531	0.1482663317	231184.2718
532	0.1482431506	231124.136
533	0.1482160681	231042.1005
534	0.1481840628	230944.6126
535	0.1481839943	230927.1537
536	0.1481672943	230858.4218
537	0.1481562759	230835.9819
538	0.14815518	230790.3193
539	0.1481275715	230700.7282
540	0.1480836293	230620.1751
541	0.14804914	230509.5292
542	0.148046725	230498.7166
543	0.1480450425	230447.24
544	0.1479891265	230318.3804
545	0.1479654595	230245.6029
546	0.147932754	230112.2827
547	0.1478992543	230057.4956
548	0.1478494957	229973.5358
549	0.1478191619	229898.1706
550	0.147809306	229842.6551
551	0.14779905	229749.7166
552	0.1477779994	229695.4889
553	0.1477052485	229615.6238
554	0.1476700532	229520.338
555	0.1476533709	229412.22
556	0.1476586571	229396.4448
557	0.1476377936	229366.1096
558	0.1476159777	229301.5183
559	0.1475995952	229278.0357
560	0.1475727549	229254.2877
561	0.1474830324	229203.0839
562	0.1474431605	229119.4195
563	0.1474111526	228977.8285
564	0.1473749027	228894.7426
565	0.1473720426	228887.6234
566	0.147319894	228780.8112
567	0.1472599997	228702.2611
568	0.1472300802	228657.2622
569	0.1471825459	228569.6608
570	0.1471626523	228535.7588
571	0.14713528	228444.4573
572	0.1471268254	228401.6777
573	0.1470644212	228221.3983
574	0.1469895691	228098.7551
575	0.1468953385	227927.4075
576	0.1468640433	227841.0518
577	0.1468636498	227834.079
578	0.146847363	227817.3955
579	0.146832636	227800.1155
580	0.1467893384	227689.1378
581	0.1467639855	227606.509
582	0.1467323419	227598.5567
583	0.1467282575	227588.4503
584	0.1467289643	227578.0219
585	0.1466931362	227467.7727
586	0.1466765207	227429.0499
587	0.1465619371	227309.5368
588	0.1465462035	227260.5392
589	0.1464870946	227213.281
590	0.146487545	227185.3373
591	0.1464813538	227163.0351
592	0.1464515226	227108.9241
593	0.1464444617	227086.4607
594	0.146424136	227021.0592
595	0.1464004687	226989.3146
596	0.1463363715	226885.7014
597	0.1463036496	226762.1627
598	0.1462543363	226617.945
599	0.1462419095	226581.0438
600	0.1462168368	226527.3071
601	0.1461800727	226431.0694
602	0.1461629639	226412.9817
603	0.1461244197	226328.8283
604	0.1460619261	226283.2309
605	0.1460497926	226236.8208
606	0.1459993991	226159.9443
607	0.145951263	226031.8324
608	0.1458845665	225894.7801
609	0.145854436	225831.1839
610	0.1458110379	225769.6522
611	0.1457852995	225719.3688
612	0.1457779009	225636.8861
613	0.1457673169	225612.491
614	0.1457503229	225573.7629
615	0.1457310732	225468.4194
616	0.1457095173	225414.4955
617	0.1457011375	225385.3898
618	0.1456527727	225274.4779
619	0.1456359243	225175.1551
620	0.1455877439	225099.7138
621	0.1455764001	225084.277
622	0.1455715819	225053.2922
623	0.1455499745	225025.5273
624	0.1455258659	224922.221
625	0.145467924	224832.6163
626	0.1454534316	224796.8715
627	0.1454167028	224668.6522
628	0.1453525157	224569.7014
629	0.1453461389	224548.5915
630	0.145286831	224338.8553
631	0.1451650107	224165.4093
632	0.1451426695	224118.5612
633	0.1451319707	224052.8051
634	0.1451205039	224032.5103
635	0.1451123581	223999.019
636	0.1450567161	223915.3217
637	0.1450332458	223833.0427
638	0.1450092814	223805.6461
639	0.144958505	223739.0036
640	0.1449554135	223727.3854
641	0.1449307291	223674.9363
642	0.1449247379	223669.4527
643	0.1448718725	223496.5619
644	0.144847815	223487.145
645	0.1448169394	223462.64
646	0.1447941467	223337.9201
647	0.1447682982	223306.0404
648	0.1446880702	223142.1788
649	0.1446567881	223055.4101
650	0.1445322137	222951.3798
651	0.1445002	222887.9945
652	0.1444800273	222822.8851
653	0.1444321135	222734.5893
654	0.1444176756	222713.165
655	0.1444041102	222694.0794
656	0.1443653017	222625.0772
657	0.144262887	222419.8842
658	0.1442438498	222329.0963
659	0.1442146284	222267.6179
660	0.1442056872	222250.2351
661	0.144186606	222195.0591
662	0.1441783956	222134.0571
663	0.1441587636	222097.7727
664	0.1440708272	221974.6179
665	0.1440415002	221884.8576
666	0.1440234709	221857.7708
667	0.1440195491	221842.8491
668	0.1439919523	221757.4108
669	0.1439543598	221652.0246
670	0.1439027301	221496.5668
671	0.1438774592	221457.3369
672	0.1438638155	221433.526
673	0.1438280513	221367.4761
674	0.1437843386	221293.0628
675	0.1437542446	221229.1825
676	0.1437080979	221175.3707
677	0.1436391912	221063.7409
678	0.1436111572	220974.415
679	0.1435961416	220916.0477
680	0.14357601	220868.382
681	0.1435643483	220834.33
682	0.1435348656	220740.9375
683	0.1435270469	220712.7638
684	0.1434688137	220639.9816
685	0.1434691123	220631.6023
686	0.1434442277	220583.0498
687	0.143409545	220520.8539
688	0.1433948754	220499.6305
689	0.1433550871	220414.4431
690	0.14330126	220322.6711
691	0.1432809353	220284.8288
692	0.143233265	220200.6064
693	0.1432249733	220158.6812
694	0.1431832804	220075.5797
695	0.1431485427	220022.4429
696	0.1430498604	219875.0375
697	0.1430308435	219816.2175
698	0.1429889373	219730.2652
699	0.142920745	219610.8875
700	0.1428300738	219537.0707
701	0.1427988416	219457.7645
702	0.1427670732	219412.4865
703	0.1427368676	219383.0572
704	0.1426873387	219326.3536
705	0.1426650213	219312.7931
706	0.1426430811	219259.8574
707	0.1424963648	219152.3849
708	0.1424771307	219108.014
709	0.1424395905	219027.8929
710	0.1424078289	218937.5892
711	0.1423781528	218888.1927
712	0.1423622962	218852.9064
713	0.1423000635	218747.9115
714	0.1422708447	218704.4619
715	0.1422557747	218575.8836
716	0.1422142146	218497.3031
717	0.1421728899	218446.8968
718	0.1420886705	218349.7446
719	0.1420344791	218295.0369
720	0.1420205944	218231.6632
721	0.1419981106	218211.1435
722	0.1419870566	218202.6857
723	0.1419778762	218188.676
724	0.1419220318	218100.7694
725	0.1418878522	218034.0198
726	0.1418607346	217974.7452
727	0.1418342113	217905.309
728	0.1418298747	217894.4636
729	0.1418163306	217865.828
730	0.1417594204	217790.1799
731	0.1417413673	217711.3265
732	0.1417159443	217666.6412
733	0.1417043854	217621.8782
734	0.1416803984	217576.7777
735	0.1416743353	217557.4239
736	0.1416443141	217501.7047
737	0.1416432816	217488.9538
738	0.1416139042	217381.6332
739	0.1416036101	217367.4124
740	0.1415846633	217318.4721
741	0.1415606275	217266.3222
742	0.1415471797	217145.6197
743	0.1415493675	217121.6841
744	0.1415329535	217106.8496
745	0.1415126138	217060.5305
746	0.1414672497	217011.4707
747	0.1414647431	216996.3948
748	0.1414147524	216900.0473
749	0.1413926178	216874.5743
750	0.1413951192	216859.1055
751	0.1413447817	216709.0652
752	0.1413418007	216690.1396
753	0.1413118361	216577.1906
754	0.141299648	216563.2686
755	0.1412628432	216524.4853
756	0.1412660372	216514.4519
757	0.1412400662	216491.9322
758	0.1412039783	216400.0723
759	0.1411583632	216265.5234
760	0.141131847	216237.0446
761	0.1411039903	216199.0581
762	0.1411015987	216183.6536
763	0.1410919985	216126.273
764	0.1410574261	216085.0557
765	0.1410082444	215996.7218
766	0.1410020398	215985.2586
767	0.1409890642	215951.2718
768	0.140969162	215892.4394
769	0.1409350942	215813.0644
770	0.1407817152	215719.2557
771	0.1407671421	215687.6853
772	0.1407232719	215617.9239
773	0.1406804687	215509.3858
774	0.1406562163	215491.1754
775	0.1406545636	215489.568
776	0.1405969756	215379.9092
777	0.1405728471	215325.4367
778	0.1405640398	215322.2347
779	0.1405518017	215257.5366
780	0.1405304482	215136.8078
781	0.1405194878	215115.4776
782	0.1404657156	215031.628
783	0.1404393271	214913.8038
784	0.1404110652	214860.6688
785	0.1403764601	214815.627
786	0.1403618108	214780.9815
787	0.1403563543	214754.1661
788	0.1403251353	214694.4411
789	0.1403145616	214659.2167
790	0.1402777622	214595.7326
791	0.1402750834	214571.2147
792	0.1402278263	214518.585
793	0.1401723852	214385.4795
794	0.1401676775	214372.8335
795	0.1401263889	214292.883
796	0.1400784028	214192.7595
797	0.1400380368	214122.3626
798	0.1400171947	214106.3644
799	0.1399885884	214030.3983
800	0.1399781982	214014.0184
801	0.1399548687	213985.1534
802	0.1399515173	213979.6637
803	0.1399386466	213939.7929
804	0.1399248154	213910.9036
805	0.1398800274	213822.3155
806	0.1398745095	213813.0435
807	0.139861978	213767.2006
808	0.1398248889	213696.8118
809	0.1397455859	213619.1321
810	0.1397205586	213576.607
811	0.1396918233	213528.9349
812	0.1396421344	213440.802
813	0.1396140679	213407.0597
814	0.1395918806	213388.9853
815	0.1395400971	213311.1876
816	0.1395273898	213261.2572
817	0.1395244157	213249.9879
818	0.1395014057	213202.9093
819	0.1394761551	213105.7131
820	0.1394401789	213064.6733
821	0.1394174014	213005.5595
822	0.1393617896	212927.276
823	0.1393431147	212863.2413
824	0.139310961	212740.0801
825	0.1392682554	212658.5669
826	0.1392386573	212582.9875
827	0.1391474318	212381.2703
828	0.1391413102	212338.4817
829	0.1391054112	212294.7737
830	0.1390983431	212277.1912
831	0.1390801357	212233.8838
832	0.1390555091	212215.3268
833	0.1390232798	212155.9213
834	0.1390136969	212127.8827
835	0.1389805583	211999.4385
836	0.1389700546	211994.8106
837	0.13894148	211962.4299
838	0.1389375141	211948.743
839	0.1389266923	211922.9586
840	0.1389134368	211912.7177
841	0.1388695672	211808.6751
842	0.1388056684	211710.9844
843	0.138794738	211689.2607
844	0.1387610439	211664.544
845	0.1387419223	211609.3523
846	0.1387155728	211535.3839
847	0.1386748238	211436.4519
848	0.1386538782	211393.9544
849	0.1386123228	211281.5676
850	0.1385974918	211265.077
851	0.1385501666	211185.5292
852	0.138522406	211099.6864
853	0.1385141465	211079.7467
854	0.1385168217	211075.3232
855	0.1384874681	210975.0269
856	0.1384775851	210891.2275
857	0.1384069022	210779.5181
858	0.1384017435	210749.6712
859	0.1383762	210718.4588
860	0.1383648402	210615.6819
861	0.1383597984	210613.7532
862	0.1383189834	210481.0191
863	0.1382976056	210440.953
864	0.1382482996	210362.9425
865	0.1382293307	210337.5857
866	0.1382136739	210309.7861
867	0.1382009595	210283.7669
868	0.1381793339	210243.6679
869	0.1381667429	210222.6043
870	0.1381588445	210177.6918
871	0.1381312156	210082.5957
872	0.1380974362	210017.7175
873	0.1380381174	209934.7084
874	0.1380246818	209926.3496
875	0.1379904421	209852.2808
876	0.1379868545	209823.5712
877	0.1379414732	209703.9507
878	0.1379285356	209677.2659
879	0.13791104	209665.0012
880	0.1379070426	209657.6305
881	0.1378769668	209626.4249
882	0.1378269658	209588.4531
883	0.137797017	209550.9201
884	0.1377693025	209524.9329
885	0.1377350682	209454.4252
886	0.1377168544	209413.4549
887	0.137696561	209363.5632
888	0.1376441905	209230.6718
889	0.137619894	209213.0149
890	0.1376176547	209212.3129
891	0.1376150561	209192.6911
892	0.1376126284	209188.8369
893	0.1375896038	209183.1977
894	0.1375814374	209174.1471
895	0.1375504255	209092.0176
896	0.1375317634	209075.8352
897	0.1375036901	209033.9089
898	0.1374990547	209018.7051
899	0.1374893581	209001.9144
900	0.1374643541	208963.1507
901	0.1374496674	208945.6112
902	0.1374280119	208908.4206
903	0.1373957566	208819.424
904	0.1373949781	208811.1299
905	0.1373560836	208761.9271
906	0.137345473	208748.04
907	0.1373264328	208655.0654
908	0.1373161711	208589.1061
909	0.1372755605	208505.0883
910	0.1372702527	208492.8788
911	0.1372591029	208476.157
912	0.1372534633	208463.9297
913	0.1372310023	208415.9303
914	0.1372338859	208371.3744
915	0.1372170573	208356.4025
916	0.1371932195	208302.6258
917	0.1371489318	208236.8021
918	0.1371349664	208222.257
919	0.1371076833	208195.4442
920	0.1370893525	208147.7377
921	0.1370889369	208140.2649
922	0.1370088257	208042.857
923	0.1369697599	207999.503
924	0.1369531148	207884.4886
925	0.1369263568	207840.3574
926	0.1369053722	207819.3456
927	0.1368810388	207775.7726
928	0.1368739354	207765.8044
929	0.136839138	207718.5155
930	0.1367714606	207643.0382
931	0.1367607344	207630.1886
932	0.1367660968	207612.8373
933	0.1367616037	207608.3835
934	0.1367351297	207556.3484
935	0.1366450369	207451.9825
936	0.1366263013	207418.1654
937	0.1366094035	207382.2556
938	0.1365946881	207367.8726
939	0.1365585563	207296.9066
940	0.1365528485	207290.0878
941	0.1365373301	207242.7976
942	0.136502725	207207.5488
943	0.1364874671	207169.1449
