iter	MAPE	RMSE
944	0.136419114	207045.5766
945	0.1363773933	206965.3888
946	0.1363512873	206866.248
947	0.136319791	206776.9029
948	0.1363123404	206754.3592
949	0.136254543	206680.9248
950	0.1362320175	206670.6409
951	0.1362178985	206621.7603
952	0.1361938649	206559.203
953	0.1361851339	206550.9478
954	0.1361712994	206528.8776
955	0.1361536242	206502.7799
956	0.136156094	206464.6751
957	0.1361317369	206435.0394
958	0.136092514	206329.046
959	0.1360747767	206320.3831
960	0.1360560499	206246.3165
961	0.1360242421	206204.8805
962	0.1360011473	206149.918
963	0.1359378211	206062.2119
964	0.135906906	206025.4709
965	0.135837188	205958.8036
966	0.1357847874	205880.7354
967	0.135753804	205841.286
968	0.1357484376	205822.7934
969	0.135738008	205812.1917
970	0.1357137618	205681.4925
971	0.1356827493	205613.3419
972	0.1356591791	205551.3021
973	0.1356261518	205510.2378
974	0.1356013496	205367.0252
975	0.1355975333	205358.048
976	0.135560759	205305.1825
977	0.1355454319	205290.1249
978	0.135524725	205226.4985
979	0.135501488	205187.8791
980	0.1354468529	205111.5903
981	0.1354339627	205048.5864
982	0.1354103737	205005.9617
983	0.1354092027	204981.1295
984	0.1353934602	204969.6498
985	0.1353390623	204862.4752
986	0.1353246346	204829.8665
987	0.1353218788	204802.9942
988	0.1353109577	204755.5473
989	0.1353027004	204741.8307
990	0.1352828749	204630.0232
991	0.1352678392	204615.0588
992	0.1352311599	204503.295
993	0.1351967979	204460.3384
994	0.1351839292	204436.769
995	0.1351586585	204352.3124
996	0.1351219285	204317.1186
997	0.1350749676	204209.3786
998	0.1350734069	204199.4797
999	0.1350376471	204171.553
