iter	Logloss	F1
0	0.5053561004	0
1	0.479595848	0.00267618198
2	0.4666728286	0.08480268682
3	0.4598106047	0.1215605749
4	0.4546353162	0.1340918326
5	0.4475163268	0.1480289622
6	0.4445716221	0.1763322884
7	0.4410755851	0.1830931048
8	0.4383072207	0.1952913933
9	0.4351471296	0.212294769
10	0.4314010167	0.2412247946
11	0.4292275331	0.257898604
12	0.4265467755	0.2736842105
13	0.423384405	0.2803468208
14	0.4220536719	0.294751977
15	0.4172037133	0.3083451202
16	0.414245584	0.3202797203
17	0.4121368614	0.3295178633
18	0.408318977	0.3359889158
19	0.4032721524	0.3577512777
20	0.3988540116	0.3636363636
21	0.3953519855	0.3718728871
22	0.3917177865	0.3857526882
23	0.3883574552	0.3935635267
24	0.3860182927	0.3961060759
25	0.3823759396	0.4043970686
26	0.3799055369	0.4165289256
27	0.3780644779	0.4155161078
28	0.3760602777	0.4238845144
29	0.3731849884	0.4379084967
30	0.370160246	0.4453836151
31	0.3674295636	0.4567940893
32	0.3650406405	0.4560952075
33	0.3646091153	0.4580790235
34	0.3619295064	0.4700255102
35	0.3576394754	0.480908804
36	0.3544687308	0.4892086331
37	0.3515108065	0.50124533
38	0.3483229884	0.5048062016
39	0.3442441827	0.5178571429
40	0.3423100213	0.5239263804
41	0.3386764096	0.5314984709
42	0.3365843438	0.5344722392
43	0.3337051575	0.5414398064
44	0.3316995176	0.5420447671
45	0.3290562136	0.5524096386
46	0.3263050809	0.5543838506
47	0.3240067754	0.5621071535
48	0.3210419141	0.5689552239
49	0.3189975113	0.5701519214
50	0.3186520372	0.5728732897
51	0.3162877579	0.5772889417
52	0.3123458049	0.5823686554
53	0.3102119243	0.5914580265
54	0.3066399334	0.6013493693
55	0.3048472648	0.6070905362
56	0.3026116276	0.6101199181
57	0.3005957379	0.6155639755
58	0.2979184517	0.6250361376
59	0.2971661033	0.6281087334
60	0.2949251637	0.6328237669
61	0.2917011252	0.6431440046
62	0.2892660662	0.6464357286
63	0.2871298079	0.6552706553
64	0.2849252458	0.6564190151
65	0.2842521255	0.6583285958
66	0.2829103432	0.657354618
67	0.2818669495	0.6625
68	0.2789547457	0.6689265537
69	0.2771947915	0.6732283465
70	0.275376553	0.6762065095
71	0.2722428103	0.6847552448
72	0.2705223339	0.6841958042
73	0.269210932	0.6849621955
74	0.2673521289	0.6898663697
75	0.2647451302	0.7006369427
76	0.2620892674	0.7001934236
77	0.2609847014	0.7017640573
78	0.2604553122	0.7037138927
79	0.2599007457	0.7040395713
80	0.2598264968	0.7031335899
81	0.2574667916	0.7104183757
82	0.2551367572	0.7188010899
83	0.2531861357	0.721347094
84	0.2522435474	0.7235661865
85	0.250328969	0.7262357414
86	0.248341623	0.726632349
87	0.2453148354	0.7291440953
88	0.2434416387	0.7360474521
89	0.2417095532	0.7415185784
90	0.239463708	0.7421959096
91	0.2370436235	0.7452880991
92	0.2355037976	0.7506702413
93	0.2349708767	0.7506702413
94	0.2334912709	0.751944221
95	0.2320258069	0.7522100188
96	0.2306148682	0.7550802139
97	0.2299570445	0.7592098238
98	0.2271700914	0.7645178476
99	0.2250472434	0.7677573823
100	0.2225944851	0.7720413026
101	0.2200300823	0.7764581684
102	0.2188015761	0.7771036666
103	0.2171955949	0.7817178881
104	0.2147962904	0.7875620591
105	0.2126004777	0.7919916797
106	0.2105838696	0.7961618257
107	0.2092482435	0.7997922618
108	0.2075378672	0.8023828024
109	0.2063131816	0.8045560445
110	0.2052106393	0.8056921087
111	0.2045847441	0.807751938
112	0.2037119631	0.8126771451
113	0.2026902228	0.8132886943
114	0.2007202307	0.8139773895
115	0.1987171919	0.8141683778
116	0.1975666214	0.8154594318
117	0.1961377402	0.8180189404
118	0.1942591191	0.8258757351
119	0.192280085	0.8263198164
120	0.1918072879	0.8276389597
121	0.1894451174	0.8311688312
122	0.1885948261	0.8301886792
123	0.1879689995	0.8321464903
124	0.1855754495	0.8338414634
125	0.183828231	0.84
126	0.1824828345	0.8428499242
127	0.1808790087	0.8445674044
128	0.1795847525	0.846366608
129	0.1781367864	0.8504766683
130	0.1769213559	0.8499623021
131	0.1758788364	0.8493219488
132	0.1736798261	0.8539944904
133	0.1725258596	0.8552829244
134	0.171757007	0.8565717141
135	0.1711768147	0.8599250936
136	0.1703459917	0.8606332585
137	0.1694005616	0.8613466334
138	0.1686529528	0.8631159781
139	0.1678443346	0.8631840796
140	0.1660562854	0.8684210526
