iter	MAPE	MAE
0	0.9447148504	1012569.908
1	0.8944256204	969381.3543
2	0.8451333303	929106.9511
3	0.7983347501	890822.4452
4	0.7534296314	852068.588
5	0.7107727502	815845.7958
6	0.6694640771	780553.3447
7	0.6324804236	750086.1598
8	0.5979828148	721323.1611
9	0.5664361161	692670.3194
10	0.5375449169	663430.1992
11	0.5102268526	637984.7625
12	0.4844524686	611792.3547
13	0.4612461964	589449.4537
14	0.4392725093	569080.7004
15	0.418234325	548065.0272
16	0.3999977196	527824.8055
17	0.3835814874	509828.9927
18	0.3689860242	494229.4525
19	0.3548223294	476769.9653
20	0.3408285124	461222.654
21	0.3280329524	446151.2537
22	0.3176401833	432944.0678
23	0.3066892012	419092.5187
24	0.2975097274	406397.7081
25	0.2887673005	395515.1004
26	0.2801851353	384316.4619
27	0.2718412398	373171.2949
28	0.2650914774	363733.7947
29	0.2586033305	354620.3843
30	0.2525999747	345655.0864
31	0.2467351643	337073.9834
32	0.2421231346	330106.0026
33	0.2372794548	322315.5948
34	0.2330090814	315374.2568
35	0.2295411596	309563.9478
36	0.2258650273	303643.4236
37	0.2230213111	298592.8592
38	0.2201383548	293149.9721
39	0.2168704719	287719.3349
40	0.2138006172	282061.0907
41	0.211400202	277515.2751
42	0.2092151462	273188.637
43	0.2067091708	268325.0714
44	0.2044981256	263943.5084
45	0.2029111571	260496.4504
46	0.2013742548	257309.0558
47	0.1998701744	254132.2463
48	0.198499937	251293.418
49	0.196886569	248011.4417
50	0.1959941938	246105.0744
51	0.1946913687	243209.7637
52	0.1935673324	240667.1686
53	0.1927909359	239360.3172
54	0.1919766899	237345.8758
55	0.1910305565	235134.1306
56	0.1904300247	233591.3728
57	0.1893588206	231110.9243
58	0.1884436569	229028.5179
59	0.1876251227	227167.2087
60	0.1869504354	225401.2405
61	0.1865743123	224139.8584
62	0.1859433472	222707.2466
63	0.185586027	221690.8958
64	0.1847370104	220129.5054
65	0.1843205012	219143.2677
66	0.1838357747	218201.2983
67	0.1833045409	217084.36
68	0.1828389987	216108.4886
69	0.1823621203	215271.9963
70	0.1817568945	214252.4952
71	0.181203758	213303.3008
72	0.1807862115	212501.7665
73	0.1804505576	211843.8259
74	0.1802740889	211128.7649
75	0.1798756319	210365.7697
76	0.1795251015	209440.4494
77	0.1792608866	208826.0115
78	0.1788556361	208139.9759
79	0.1785178947	207335.6893
80	0.1780331412	206735.6715
81	0.1777952247	206130.2899
82	0.1773833219	205569.7836
83	0.1771733607	205142.5558
84	0.1768271624	204528.7341
85	0.1765443444	204127.1533
86	0.1762043767	203452.4119
87	0.1759232153	202830.6592
88	0.1756993818	202432.24
89	0.1753061975	201917.8638
90	0.1750818082	201540.7206
91	0.1748456188	201162.1229
92	0.1746769327	200754.3438
93	0.1743832468	200262.3551
94	0.1741877101	199987.3206
95	0.1739953998	199750.0622
96	0.1736360647	199280.809
97	0.1735014849	199006.2063
98	0.1730917437	198388.7302
99	0.1728485363	198064.7337
100	0.1726517383	197787.4367
101	0.17234554	197305.7432
102	0.1720937728	196937.965
103	0.1719486709	196727.4283
104	0.1716594162	196258.4285
105	0.1714638218	196030.4835
106	0.1712994374	195776.1251
107	0.1710348893	195444.1959
108	0.1708570902	195127.2111
109	0.1707260428	194987.9799
110	0.1705460905	194697.0751
111	0.1703033641	194281.7444
112	0.169972199	193944.4688
113	0.1697974556	193700.8105
114	0.1696184456	193552.3041
115	0.1695007256	193394.6276
116	0.169357714	193132.5029
117	0.1692115028	192898.4132
118	0.1689920897	192609.585
119	0.1689079845	192455.137
120	0.168816357	192278.934
121	0.1687161577	192052.2293
122	0.1684908648	191789.8635
123	0.1682818205	191490.7865
124	0.16796319	191220.8564
125	0.1677523672	190958.4408
126	0.1676733042	190714.2487
127	0.1674859913	190469.3941
128	0.1673030085	190238.456
129	0.1671293918	189977.6355
130	0.1669845355	189775.1375
131	0.1667752503	189542.7028
132	0.1665757881	189276.5313
133	0.1664234068	189047.5014
134	0.166257439	188884.9656
135	0.1660913145	188555.7317
136	0.1659164967	188274.4117
137	0.1658059501	188060.9274
138	0.1656273953	187906.583
139	0.1654734696	187788.3098
140	0.1653510158	187635.971
141	0.1652330938	187537.1263
142	0.1651166932	187322.1821
143	0.1649089886	187102.2547
144	0.1648106882	186975.5549
145	0.1646613282	186858.4804
146	0.1645459154	186761.4839
147	0.1643660922	186587.7918
148	0.1642661721	186365.2546
149	0.1641207585	186211.8613
150	0.1639040693	185998.356
151	0.1638134408	185852.5214
152	0.1637279803	185773.7666
153	0.1635893153	185649.3446
154	0.1634172977	185459.4511
155	0.1632761262	185338.8274
156	0.1631628371	185132.6584
157	0.1630099224	184847.8391
158	0.162926284	184753.3845
159	0.1627933876	184665.5475
160	0.1626445919	184506.6423
161	0.1625122311	184376.5914
162	0.1623184588	184167.3542
163	0.1621908982	184019.5594
164	0.1620759851	183878.4499
165	0.1619461471	183778.4293
166	0.1617053429	183480.4168
167	0.1615561298	183371.4418
168	0.161314539	183141.9127
169	0.1611996493	183046.6975
170	0.1610266705	182832.5603
171	0.1608986489	182744.9941
172	0.1607144444	182578.4622
173	0.1606160628	182496.7821
174	0.1605337778	182394.3605
175	0.1603142793	182157.517
176	0.1601540836	182027.1911
177	0.1600415143	181961.2457
178	0.1599115903	181754.2108
179	0.1598287867	181678.3371
180	0.1597385848	181582.7536
181	0.1596262296	181386.6762
182	0.1595179612	181283.9722
183	0.1593761044	181117.7347
184	0.1592915228	181007.9669
185	0.1592287342	180925.6968
186	0.1591421172	180807.2205
187	0.1590333385	180687.1504
188	0.1589751431	180636.8318
189	0.1588651205	180507.0745
190	0.1587662382	180393.0608
191	0.158663455	180268.6346
192	0.1585445999	180134.9098
193	0.1583839601	180003.0784
194	0.1582522236	179862.2883
195	0.1581051674	179641.9139
196	0.1579675138	179462.1983
197	0.1578613404	179339.552
198	0.1577611118	179170.9917
199	0.1575795227	178942.3045
200	0.1575047009	178826.6856
201	0.15746785	178793.3262
202	0.1571629832	178522.203
203	0.1570479471	178372.2433
204	0.156915327	178247.6406
205	0.1568231633	178170.2203
206	0.1565291913	177947.6021
207	0.1564161942	177801.6103
208	0.1562809342	177580.0028
209	0.1561581903	177482.5937
210	0.15599521	177324.899
211	0.1558847927	177230.3984
212	0.1557135202	177076.7206
213	0.155628954	176966.0665
214	0.1553367213	176715.8522
215	0.155185517	176539.7445
216	0.1550829549	176437.7731
217	0.1550062461	176319.4672
218	0.1548460381	176090.3276
219	0.1547484275	175994.6832
220	0.1546634161	175901.9289
221	0.1545439332	175807.3697
222	0.1544533554	175666.2373
223	0.1543936163	175622.1585
224	0.1543075149	175546.2385
225	0.1541788833	175465.0797
226	0.1540767548	175273.7254
227	0.1539548712	175104.4294
228	0.1538959951	175035.3958
229	0.1537802634	174890.5828
230	0.1536591196	174779.7662
231	0.1535781986	174663.5841
232	0.1534617149	174600.9212
233	0.1533494663	174517.1463
234	0.1532340269	174415.4831
235	0.1531066634	174249.9632
236	0.1530419988	174196.2806
237	0.1529484744	174130.4615
238	0.1528489753	174061.8467
239	0.1527639087	173975.3779
240	0.1527077226	173920.285
241	0.1525849163	173771.1089
242	0.1524352313	173612.9686
243	0.1523563994	173534.0381
244	0.1522374412	173453.315
245	0.1521629373	173384.996
246	0.1521016087	173322.8932
247	0.1519443698	173153.5265
248	0.1518358901	173068.2517
249	0.1517893905	173020.8869
250	0.1516565193	172926.9012
251	0.1515630992	172862.1869
252	0.1514745646	172811.544
253	0.1514064349	172747.1954
254	0.1513521473	172668.4684
255	0.1512571009	172561.0598
256	0.1511983604	172503.2579
257	0.1510949227	172414.9773
258	0.1510033711	172338.3821
259	0.1509239551	172265.2318
260	0.1508491066	172197.5544
261	0.1507872892	172131.0483
262	0.1506664687	171991.8687
263	0.1505991391	171908.0787
264	0.1505601483	171866.7922
265	0.1504793811	171787.9036
266	0.1503930986	171577.6184
267	0.1503388818	171469.0934
268	0.150244946	171335.025
269	0.1501691156	171285.5015
270	0.1500829391	171191.9325
271	0.1499874932	171075.7167
272	0.149912183	170999.8832
273	0.1498655541	170939.1494
274	0.1497872702	170842.4403
275	0.1497046735	170767.1594
276	0.1496516347	170699.2747
277	0.1495356239	170598.809
278	0.1494667477	170484.4343
279	0.1493858624	170369.0722
280	0.1492825864	170263.5702
281	0.1491988768	170144.7615
282	0.1490971052	170046.9035
283	0.1490022417	169948.21
284	0.1488773171	169815.4922
285	0.1487683282	169730.7004
286	0.1487112802	169666.0417
287	0.1486567591	169609.4084
288	0.1486012981	169548.9946
289	0.1485031483	169466.1273
290	0.1484411577	169378.2943
291	0.1483849139	169275.4786
292	0.1483097805	169191.1268
293	0.1482285731	169083.0199
294	0.1481640257	169011.8164
295	0.1481035515	168906.5067
296	0.1480663104	168882.5128
297	0.1480091928	168837.5432
298	0.1479073426	168738.6632
299	0.1478418171	168662.338
300	0.147769052	168597.2638
301	0.1477422534	168570.6613
302	0.1476591157	168472.0096
303	0.1476115125	168431.0417
304	0.1475232853	168279.9706
305	0.1474192984	168193.9822
306	0.1473479893	168141.6075
307	0.1472810864	168065.9425
308	0.1472510052	168028.2768
309	0.1472105658	167952.0856
310	0.147174884	167896.9893
311	0.1470902149	167794.726
312	0.1470314661	167733.7258
313	0.1469744808	167675.8753
314	0.1469340627	167597.4722
315	0.1468941007	167544.6937
316	0.1468264161	167493.5472
317	0.1467796124	167433.2257
318	0.1466949508	167381.4473
319	0.1466509439	167335.5846
320	0.1465767876	167289.3358
321	0.1465146973	167215.4588
322	0.1464456231	167110.9041
323	0.1463940464	167074.6638
324	0.1463344384	167008.2506
325	0.1462845344	166954.2505
326	0.1462652224	166921.6657
327	0.1462172253	166883.0288
328	0.1461254687	166804.4201
329	0.1460331477	166746.0056
