iter	Logloss	F1:use_weights=true	F1:use_weights=false
65	0.5193867332	0.7585146135	0.5546028151
66	0.5182325577	0.7590395204	0.5546761428
67	0.5166014424	0.7601784166	0.5556990636
68	0.5143602787	0.7627925918	0.5584625323
69	0.5120971452	0.7637234292	0.5597413096
70	0.5103788861	0.7647982186	0.5609835005
71	0.5091074425	0.7651393544	0.5627438231
72	0.5068243287	0.7699156122	0.5687714146
73	0.505267074	0.768067503	0.5669060052
74	0.5049060904	0.7684261651	0.5673249551
75	0.5029756196	0.771474866	0.5721319547
76	0.5013740966	0.7738532221	0.5748070291
77	0.499559942	0.7760350304	0.5777777778
78	0.4976288027	0.7772664124	0.5801123224
79	0.4958835635	0.7799531052	0.5831404959
80	0.4942096061	0.7820409675	0.5863040955
81	0.4923374821	0.7819970033	0.5862068966
82	0.490737556	0.7836897623	0.5885088011
83	0.4891024676	0.7859190816	0.591286997
84	0.4870605253	0.787472599	0.5940263641
85	0.4857106033	0.7884075919	0.5953892416
86	0.4844697998	0.789743684	0.5972896102
87	0.4830081657	0.7907248012	0.5980277453
88	0.4820924327	0.7907685288	0.5984937238
89	0.4804510624	0.7933944339	0.6018440905
90	0.4783317361	0.7960664466	0.6060606061
91	0.4768900918	0.7969093587	0.606866375
92	0.4752779823	0.798913592	0.6099578059
93	0.4729549585	0.8040923692	0.6158783784
94	0.4710082185	0.8059512482	0.618298664
95	0.4699212455	0.8063260433	0.6176668914
96	0.4679016055	0.8093730102	0.621726643
97	0.466340103	0.8097155086	0.6217721519
98	0.4646162584	0.8109073283	0.6234161176
99	0.4634593371	0.8132780531	0.6263104498
100	0.4620515709	0.8141746171	0.6280291476
101	0.4601224308	0.8177309551	0.6325976231
102	0.4587018347	0.819300818	0.6344031245
103	0.4572739264	0.8207152586	0.6354696507
104	0.4555176972	0.8232349485	0.6383989145
105	0.4542098669	0.8234180667	0.638832315
106	0.4521548628	0.8243271631	0.6398506449
107	0.4505196814	0.8268196782	0.6423605223
108	0.4495054361	0.8269232828	0.6437446809
109	0.4482184488	0.8274555974	0.6446337308
110	0.4476009632	0.8279618571	0.6458440007
111	0.4454916001	0.8312343629	0.6502479904
112	0.4440932223	0.8341309224	0.6530054645
113	0.4429942552	0.8346635073	0.654676259
114	0.4414592706	0.8369308547	0.6578586136
115	0.439998774	0.8367262138	0.6585239979
116	0.4391365872	0.8356136064	0.6565934066
117	0.4389990726	0.8356136064	0.6565934066
118	0.4375415571	0.8376029032	0.6591065292
119	0.436016458	0.8391291622	0.6612764493
120	0.4345273117	0.8397957633	0.6617394294
121	0.4337761608	0.8403282907	0.662652675
122	0.4323746257	0.8446464939	0.66896909
123	0.4309798316	0.8457296008	0.670468291
124	0.4295288817	0.8477532432	0.6731234867
125	0.4287579637	0.8470770448	0.6730202738
126	0.4277925526	0.8477839182	0.6735930736
127	0.4267162843	0.8481746561	0.6753562739
128	0.4248526566	0.8510779899	0.6794358349
129	0.4238614377	0.8510308048	0.6793175487
130	0.4226236242	0.8525517781	0.681540875
131	0.4208777823	0.8546788681	0.6841004184
132	0.4193722081	0.8558055794	0.6857441982
133	0.417866854	0.8561726151	0.68707364
134	0.4164012264	0.8567540973	0.6881456838
135	0.4151386913	0.8588070859	0.6913493595
136	0.4134044715	0.860172026	0.6936192652
137	0.4124786855	0.860621074	0.6939564301
138	0.4111784827	0.8624425359	0.6961869619
139	0.4098970162	0.8628333049	0.696783266
140	0.4086224554	0.8639180599	0.6979441223
141	0.4078614528	0.86504896	0.6992269852
142	0.4066551806	0.8663004985	0.702045134
143	0.4048760279	0.8673557696	0.7047787611
144	0.4031329426	0.8681310627	0.7063829787
145	0.4020412498	0.8679742645	0.7068016338
146	0.4005889021	0.8693461268	0.7087257864
147	0.3994411409	0.8716475285	0.711846318
148	0.3982622521	0.8734135029	0.7135749822
149	0.3970476717	0.8733616109	0.7138538147
150	0.3961005703	0.873751637	0.7144636186
151	0.3947896106	0.8747734438	0.7163221668
152	0.3942461291	0.8754617066	0.7164710068
153	0.3932468381	0.8760447958	0.7175925926
154	0.3918842433	0.8766220896	0.7199570815
155	0.3913441123	0.8774524943	0.7209011264
156	0.3895229658	0.8789154652	0.7226890756
157	0.388780525	0.8795485906	0.7235336195
158	0.3872792104	0.8813489326	0.7262309758
159	0.3861574424	0.8814459247	0.7260690642
160	0.3848801136	0.8821758266	0.7275985663
161	0.3840669414	0.8822260932	0.728579127
162	0.3832534072	0.8829084296	0.7299874078
163	0.3823186096	0.8823244816	0.7292678539
164	0.3811453196	0.8831013917	0.7296569068
165	0.380087787	0.8844118205	0.731059246
166	0.3786200106	0.8858224935	0.7335851772
167	0.3777325231	0.8862139692	0.7346424068
168	0.376641609	0.8885428316	0.737962128
169	0.3750250336	0.8882108012	0.7383447777
170	0.3743150863	0.8881654243	0.7386507506
171	0.3741990045	0.8887470262	0.7393742087
172	0.3734490097	0.8898690327	0.7415730337
173	0.3726495133	0.8901595926	0.7419354839
174	0.3711223157	0.8923879458	0.745012695
175	0.3700471125	0.8925475277	0.7463175123
176	0.3686166326	0.8943431481	0.7490895849
177	0.3676666744	0.8948801007	0.7501366867
178	0.3661055597	0.8958058143	0.7518248175
179	0.3653094526	0.8968643675	0.7530098504
180	0.3641791697	0.8968228082	0.7533321161
181	0.363049417	0.8977895608	0.7547031963
182	0.3620001757	0.8983353465	0.7562225476
183	0.3612878374	0.8992612523	0.7579256001
184	0.3597091773	0.8993606659	0.758203483
185	0.3591779208	0.89957824	0.759698474
186	0.3579101489	0.8992390617	0.7591911765
187	0.356977339	0.901083767	0.7621502209
188	0.3559566814	0.901382995	0.7629929967
189	0.3559046609	0.901382995	0.7629929967
190	0.354918807	0.9020713758	0.7644887412
191	0.3540247621	0.9018926507	0.7648798521
192	0.3528388351	0.9039269842	0.7679496669
193	0.3519353566	0.9036768084	0.7672397855
194	0.3507475388	0.9044660796	0.7690313021
195	0.3499520527	0.9043659215	0.7687465284
196	0.3486832247	0.9049812394	0.769145394
197	0.347853887	0.9062595809	0.771884273
198	0.3468781531	0.9077636063	0.7743732591
199	0.3456008527	0.9084033796	0.7757530681
200	0.3443276818	0.9089567898	0.7773430222
201	0.3431572102	0.9104105603	0.7797052789
202	0.3422259524	0.9106833889	0.7795789081
203	0.341503645	0.9119993466	0.782008212
204	0.3406745114	0.9141595625	0.7850606909
205	0.3399159806	0.913620322	0.7839552239
206	0.3387545538	0.9139069772	0.7843283582
207	0.3378547807	0.9135012799	0.7845262568
208	0.337442534	0.9140915191	0.7857811038
209	0.3367446251	0.9147663372	0.7868238817
210	0.335359083	0.9144456576	0.7868115399
211	0.3342462616	0.9141255557	0.7854205607
212	0.3336539669	0.9144962712	0.7869589657
213	0.3329586999	0.9145975152	0.7872539831
214	0.3323086513	0.9161326253	0.789424339
215	0.3313135783	0.9175641438	0.7912994562
216	0.3301637049	0.918269753	0.7919790105
217	0.3291913185	0.9181223492	0.7929349868
218	0.3286381741	0.9178869197	0.7927081376
219	0.3273234266	0.9187320756	0.7947269303
220	0.3261448385	0.9201307598	0.7969839774
221	0.3248651468	0.921579366	0.7993961125
222	0.3237622055	0.9215485992	0.7997733283
223	0.3228120581	0.9228646508	0.8022705771
224	0.3227834084	0.9228135929	0.8021188044
225	0.3223624682	0.9230689389	0.8028782428
226	0.3210601193	0.9245171254	0.8053080569
227	0.3200104546	0.9256282605	0.8072106262
228	0.3188538737	0.9256437358	0.8086807539
229	0.3177114368	0.9257462911	0.808988764
230	0.316601138	0.9269897483	0.8108211088
231	0.3155988124	0.927503278	0.8123687727
232	0.3149259926	0.928017377	0.8139223561
233	0.3140920282	0.927811669	0.8133002102
234	0.3133166318	0.9278350205	0.8138511575
235	0.3123249671	0.9291023761	0.8162483234
236	0.3114924268	0.9299000792	0.8191612159
237	0.3114646999	0.9298484591	0.8190036545
238	0.3106458269	0.9293292512	0.8183916891
239	0.3098173214	0.9306791917	0.8195965418
240	0.3090491653	0.9310922759	0.8208581874
241	0.3084335159	0.9323864521	0.8228725452
242	0.3074965172	0.9328002773	0.8241419206
243	0.3067594666	0.9332919781	0.8251640293
244	0.3053001237	0.9334473483	0.8256420158
245	0.3044343214	0.9341971803	0.8264813743
246	0.3035358067	0.9354893171	0.8285052144
247	0.302665705	0.9353089934	0.828438949
248	0.3019274442	0.935956252	0.8299477655
249	0.301042546	0.937039786	0.8313346228
250	0.3003419735	0.937375356	0.8318823757
251	0.2994350786	0.9382022164	0.8334624322
252	0.2984002298	0.9374315595	0.8330424666
253	0.2973888964	0.9383867823	0.8345295829
254	0.2964773113	0.9389883909	0.8369015181
255	0.2954771282	0.9382407423	0.83605919
256	0.2949134259	0.9388320482	0.8364131492
257	0.2941309426	0.9394577317	0.8383700526
258	0.2932756031	0.9397708863	0.8393519422
259	0.2927320242	0.9405700144	0.8403590945
260	0.2919236431	0.9410702597	0.8424349188
261	0.2911673853	0.9413239401	0.842228739
262	0.2904202215	0.9415250242	0.841858649
263	0.2895205239	0.9415250242	0.841858649
264	0.2885823661	0.9424793133	0.843359375
265	0.2882098632	0.9428669926	0.8440797186
266	0.2873666665	0.9436945822	0.8456874633
267	0.2864456674	0.9435687156	0.8457925636
268	0.2856257427	0.9434116475	0.8452963035
269	0.2845679343	0.9439250661	0.8459131795
270	0.2839534941	0.9440821598	0.8464097046
271	0.2832153572	0.9445329984	0.8483421621
272	0.2822271848	0.9443023922	0.8481161695
273	0.2820173722	0.9443023922	0.8481161695
274	0.2814371869	0.9448684134	0.8489010989
275	0.2814259208	0.9450988209	0.8491269374
276	0.2802431832	0.9454983598	0.8509047994
277	0.2791475138	0.9465899244	0.8533701222
278	0.2785629579	0.9469253829	0.8539325843
279	0.2776521932	0.9474186834	0.8550009864
280	0.2770038475	0.9479839842	0.8557900967
281	0.2759701237	0.9487745582	0.8583300356
282	0.2752703842	0.9484054596	0.8571428571
283	0.2744471695	0.9487745582	0.8583300356
284	0.2744281526	0.9487745582	0.8583300356
285	0.2738677043	0.9492154714	0.8592357949
286	0.2734516277	0.9495322186	0.8602576809
287	0.272818651	0.9501501336	0.861221253
288	0.2719441085	0.9504672126	0.8622469234
289	0.2715358168	0.9503432623	0.8623634558
290	0.2707441147	0.9509612005	0.8633293603
291	0.2698543644	0.9515788041	0.8642956487
292	0.2690654006	0.9514023244	0.8642417015
293	0.268542875	0.9512257478	0.8641877113
294	0.2681059702	0.9512257478	0.8641877113
295	0.2674121364	0.951331608	0.8645315297
296	0.2669225242	0.9520023108	0.8656716418
297	0.2662063175	0.9525852484	0.8675708018
298	0.2655800566	0.9527974027	0.8682634731
299	0.2651143437	0.9530627286	0.8691308691
300	0.2643062202	0.9526037703	0.8686787927
301	0.263627888	0.9525506956	0.8685051958
302	0.2627187787	0.9532581194	0.870296237
303	0.2620461077	0.9534875575	0.8705223134
304	0.261385388	0.9542484752	0.8724939856
305	0.2607455058	0.9542851333	0.8731433159
306	0.2602197004	0.9548871542	0.8745980707
307	0.2593840889	0.9552068144	0.8756539235
308	0.2584231328	0.9560760585	0.8779995967
309	0.2575310753	0.9561451613	0.8776949426
310	0.2569866631	0.9565187591	0.8789346247
311	0.2560920511	0.9568012392	0.8793381759
312	0.2554399329	0.9571904507	0.8800968914
313	0.2544815749	0.9575796216	0.8808562197
314	0.2536099479	0.957968752	0.8816161616
315	0.2530246047	0.9581291462	0.8821507985
316	0.2523152916	0.9579538258	0.8821031345
317	0.2517204977	0.9576028951	0.8820076908
318	0.2510210607	0.9584353754	0.8837115073
319	0.2503821819	0.9587712605	0.884295846
320	0.2499144386	0.9589073989	0.8836738823
321	0.248975774	0.9595641914	0.8853322528
322	0.2487998378	0.9595641914	0.8853322528
323	0.2479647143	0.9601280451	0.8861426256
324	0.2472879845	0.960489403	0.8878960195
325	0.2465065814	0.9605966932	0.8882568062
326	0.2459113742	0.9605966932	0.8882568062
327	0.2452432493	0.9608250162	0.8884826325
328	0.2444621767	0.9613350184	0.889114541
329	0.2441266618	0.961428957	0.8899735611
330	0.2435330037	0.961428957	0.8899735611
331	0.2428999878	0.9617107851	0.8903803132
332	0.2419152426	0.961697507	0.8908794788
333	0.2410459258	0.9622611402	0.8916938111
334	0.2407801375	0.9623816078	0.8915564598
335	0.2397550503	0.9634410685	0.8935043779
336	0.2391163811	0.963776167	0.8940936864
337	0.2387309237	0.9640329296	0.8955102041
338	0.237978488	0.9645297518	0.8966503268
339	0.2372460392	0.9647033382	0.8966925276
340	0.23645815	0.965230565	0.899037477
341	0.2357915012	0.9651344461	0.8981595092
342	0.2349287806	0.9654040843	0.8990788127
343	0.2341884505	0.966517632	0.9012295082
344	0.2332913996	0.9672417256	0.9026040599
345	0.2327549216	0.967587336	0.9026838763
346	0.2319693974	0.9671985466	0.9019045669
347	0.2313957185	0.9671877034	0.9024190242
348	0.2310082353	0.9675659858	0.9037158694
349	0.230608338	0.9679445642	0.9050164474
350	0.2298926593	0.9675552965	0.9042334566
351	0.2290624974	0.9684961867	0.9063593332
352	0.2284974395	0.9684961867	0.9063593332
353	0.2280182985	0.969402753	0.9072588937
354	0.2280086151	0.969402753	0.9072588937
355	0.2275288373	0.9693387176	0.9075941552
356	0.2270090463	0.9696637946	0.908716258
357	0.2264342398	0.9699444949	0.9091283742
358	0.2255142962	0.9704514044	0.9097651422
359	0.2246633623	0.9708310368	0.9110790179
360	0.2240154468	0.9710481029	0.9118315094
361	0.2236896242	0.9711566724	0.9122082214
362	0.2233873932	0.9711023846	0.9120198265
363	0.2228803604	0.9713105412	0.9133043658
364	0.2220893896	0.9713648769	0.9134933775
365	0.2212303191	0.9717542388	0.9142857143
366	0.220831503	0.97181741	0.9139429044
367	0.2203257181	0.97214356	0.9150787075
368	0.2200063523	0.9722065769	0.9147350993
369	0.219245107	0.9728760074	0.915942029
370	0.2185775473	0.9729847889	0.9163214582
371	0.2180768097	0.9730391888	0.9165112907
372	0.2177562669	0.9731480068	0.9168911917
373	0.2170782994	0.9742140002	0.9183588893
374	0.2166102959	0.974493872	0.9187733112
375	0.2159837802	0.9746496825	0.9198837692
376	0.2152605126	0.9745952009	0.9196928823
377	0.2148281101	0.9748131639	0.9204569055
378	0.2143070469	0.97475116	0.9208064851
379	0.2138178224	0.9749767001	0.9210307564
380	0.2130497448	0.975202141	0.9212549346
381	0.2124798048	0.975605327	0.920970753
382	0.211805853	0.9756598233	0.9211618257
383	0.2113745854	0.9759869285	0.9223099294
384	0.2109352838	0.9758163219	0.9222776392
385	0.2105275313	0.9757072515	0.9218944744
386	0.2099076889	0.9760891047	0.9232369461
387	0.2090936805	0.976982596	0.9246774865
388	0.2086560831	0.9768122437	0.9246461282
389	0.2080809458	0.977037197	0.9248699272
390	0.2077719086	0.9769214629	0.925031237
391	0.2074992006	0.9770853375	0.925609502
392	0.2071469461	0.9773039225	0.9263816475
393	0.2064256629	0.9776382111	0.9269920734
394	0.2055815504	0.9778569451	0.9277661795
395	0.2050507446	0.9782459241	0.9285714286
396	0.2043777257	0.9782459241	0.9285714286
397	0.2037948527	0.9780818077	0.9279899812
398	0.2033787189	0.9785195737	0.9295421284
399	0.2027423654	0.978689599	0.9295715778
400	0.201855023	0.9786348625	0.9293773506
401	0.2014327506	0.9785137346	0.9300962746
402	0.2012335989	0.9782947067	0.9293182769
403	0.2007315566	0.9789577317	0.9310994764
404	0.2002939579	0.9789520847	0.9316561845
405	0.1998736728	0.9793469159	0.9319086528
406	0.1993762711	0.9791769579	0.931880109
407	0.1987560733	0.9796759056	0.9330816027
408	0.1980707212	0.9798953548	0.933865211
409	0.1978459834	0.9799502325	0.9340613188
410	0.1973054952	0.9802796277	0.9352396972
411	0.196705	0.9804444083	0.9358300021
412	0.1962774134	0.9803844592	0.9361970941
413	0.195978868	0.9803295082	0.936
414	0.1954136703	0.980769289	0.9375790806
415	0.1948465121	0.9808242893	0.9377768403
416	0.1947850093	0.9807142948	0.9373814042
417	0.1943850069	0.9806043249	0.9369863014
418	0.1940882894	0.9811040853	0.9381986923
419	0.1933902899	0.9809343085	0.9381726103
420	0.1930674575	0.9810490783	0.9380008435
421	0.1926828064	0.9812691432	0.9387927396
422	0.1921761748	0.9813241749	0.9389909225
423	0.1918729242	0.9813792127	0.9391891892
424	0.1912692023	0.9819342648	0.9406045234
425	0.1904147079	0.9820995279	0.9412013536
426	0.1897430347	0.9823241254	0.9414252485
427	0.1893267285	0.9824343326	0.9418235667
428	0.1887124085	0.9822139429	0.941027267
429	0.1883877487	0.9825996898	0.9424216765
430	0.1879379912	0.9827690647	0.9424460432
431	0.1875918268	0.9824894455	0.9420228523
432	0.1871965932	0.9825445645	0.9422222222
433	0.1864515645	0.9830447549	0.9434441856
434	0.1860723966	0.9828754088	0.9434202161
435	0.185739635	0.9828714919	0.9439966059
436	0.1854549483	0.9828163114	0.9437963945
437	0.1852052935	0.9828714919	0.9439966059
438	0.1847715822	0.9832616755	0.9448217317
439	0.1841851107	0.9834273113	0.9454236568
440	0.1835762778	0.9834825356	0.945624469
441	0.1830454526	0.9834825356	0.945624469
442	0.1824403137	0.9839832597	0.9468537415
443	0.1818827043	0.9842076698	0.947077577
444	0.1814781861	0.9843734755	0.9476818375
445	0.1807858687	0.9843182007	0.9474803317
446	0.1802301642	0.9842629322	0.9472789116
447	0.1798445497	0.9839832597	0.9468537415
448	0.1790402111	0.9843702239	0.9482648499
449	0.1784904548	0.984871228	0.9494992542
450	0.1780206717	0.984591483	0.9490730876
451	0.1775000131	0.9853722922	0.9507357646
452	0.1769069106	0.9852062244	0.9501278772
453	0.176510448	0.98531693	0.950533049
454	0.1762127923	0.9854276606	0.9509385666
455	0.1758144719	0.9854276606	0.9509385666
456	0.1753480511	0.9853722922	0.9507357646
457	0.1749519742	0.9854830352	0.9511414551
458	0.1743635356	0.985538416	0.9513444302
459	0.1743562685	0.985538416	0.9513444302
460	0.1737750604	0.9855910932	0.9521367521
461	0.1731178199	0.9857573654	0.9527474877
462	0.1727531684	0.9861480161	0.9535828877
463	0.1723615727	0.9861480161	0.9535828877
464	0.1718909281	0.9865386258	0.9544190028
465	0.1713821643	0.9868182259	0.9548469934
466	0.1708429878	0.9865941005	0.9546232877
467	0.1701468884	0.9870956943	0.9558697515
468	0.1697596383	0.9872067254	0.9562794685
469	0.1692390428	0.9873177815	0.9566895369
470	0.1686879536	0.9874844124	0.9573052993
471	0.1680650533	0.9874844124	0.9573052993
472	0.1677944126	0.9875399686	0.9575107296
473	0.1675509872	0.9876510996	0.9579218549
474	0.167537519	0.9876510996	0.9579218549
475	0.167264096	0.9877066745	0.9581275499
476	0.1668853807	0.9875399686	0.9575107296
477	0.1664591081	0.9875399686	0.9575107296
478	0.165894772	0.9876510996	0.9579218549
479	0.1657641565	0.9877622557	0.9583333333
480	0.1652793358	0.9878195616	0.9579399142
481	0.164799626	0.988041875	0.9587628866
482	0.1643705773	0.9884326093	0.9596046412
483	0.163919395	0.9885994672	0.9602236078
484	0.1633847739	0.9884882224	0.9598108747
485	0.163043281	0.9884882224	0.9598108747
486	0.1625001805	0.9883770025	0.9593984962
487	0.1618454284	0.988933352	0.9614639397
488	0.1613795657	0.9892685347	0.9621016365
489	0.1608394512	0.9893242169	0.962308852
490	0.1604679933	0.9895470084	0.9631386075
491	0.1600670704	0.9894913011	0.9629310345
492	0.159686786	0.9896584418	0.963554022
493	0.1596571077	0.9896584418	0.963554022
494	0.1591791211	0.9899371352	0.9645941278
495	0.1588525904	0.9899371352	0.9645941278
496	0.1584952468	0.9897699003	0.963969795
497	0.1582369916	0.9897141679	0.9637618637
498	0.1575553584	0.9900486564	0.9650107991
499	0.1573669581	0.9901602028	0.9654278306
500	0.1568981568	0.9902717744	0.9658452227
501	0.1565094249	0.9901602028	0.9654278306
502	0.156224546	0.9902159855	0.9656364815
503	0.1559615652	0.9902717744	0.9658452227
504	0.155756273	0.9902159855	0.9656364815
505	0.155359988	0.9902717744	0.9658452227
506	0.1548506093	0.9905508133	0.9668902835
507	0.1546601058	0.9906624729	0.9673089413
508	0.1542829313	0.9906624729	0.9673089413
509	0.1538927424	0.9907183122	0.9675184062
510	0.1533298917	0.9907183122	0.9675184062
511	0.1530064298	0.9907183122	0.9675184062
512	0.1527020383	0.9909417321	0.9683571738
513	0.1523689031	0.9908858677	0.9681473456
514	0.1520612537	0.9909417321	0.9683571738
515	0.1516720342	0.9909976028	0.968567093
516	0.1512689312	0.9909417321	0.9683571738
517	0.1509761835	0.9911093632	0.9689872045
518	0.1505657295	0.9911093632	0.9689872045
519	0.1502655956	0.991277051	0.9696180556
520	0.1498463933	0.991277051	0.9696180556
521	0.1492126204	0.9913329595	0.9698285218
522	0.1488733039	0.9913329595	0.9698285218
523	0.148322421	0.9913888744	0.9700390795
524	0.1479267461	0.9913888744	0.9700390795
525	0.1473886963	0.9914447956	0.9702497286
526	0.1470413431	0.9913888744	0.9700390795
527	0.1468230302	0.9913329595	0.9698285218
528	0.1465166791	0.9913329595	0.9698285218
529	0.1460602194	0.9913888744	0.9700390795
530	0.1459355477	0.9914447956	0.9702497286
531	0.1456358332	0.991500723	0.9704604692
532	0.1453162201	0.9916125969	0.9708822251
533	0.1449554959	0.9916125969	0.9708822251
534	0.1448244827	0.9915566568	0.9706713013
535	0.1444751834	0.9916685433	0.9710932406
536	0.144226023	0.9916125969	0.9708822251
537	0.1437875209	0.991724496	0.9713043478
538	0.1434613384	0.9918364204	0.9717268378
539	0.1432076854	0.991724496	0.9713043478
540	0.1429094861	0.991724496	0.9713043478
541	0.142658187	0.9917804551	0.9715155469
542	0.1423439632	0.992060345	0.9725729212
543	0.1420362746	0.992060345	0.9725729212
544	0.1417962677	0.992060345	0.9725729212
545	0.1412659088	0.9923400921	0.9730082717
546	0.141061457	0.9924521053	0.9734320557
547	0.1407259786	0.9924521053	0.9734320557
548	0.1401898404	0.9923960956	0.9732201176
549	0.1400089946	0.9924521053	0.9734320557
550	0.1397135198	0.9925081214	0.9736440863
551	0.139454129	0.9925641439	0.9738562092
552	0.1390765975	0.9925641439	0.9738562092
553	0.1387886967	0.9925641439	0.9738562092
554	0.1383830118	0.9926201726	0.9740684245
555	0.1381160963	0.9927322491	0.9744931328
556	0.1377260409	0.9926762077	0.9742807323
557	0.1375917058	0.9926762077	0.9742807323
558	0.1373545834	0.9928443509	0.9749182116
559	0.13708324	0.9928443509	0.9749182116
560	0.1366491459	0.9930680034	0.9751417357
561	0.1364810234	0.993124064	0.9753544166
562	0.136171714	0.9934036844	0.9757906216
563	0.1357552024	0.9932922837	0.9759930162
564	0.1354247114	0.9933483695	0.9762060685
565	0.1350695103	0.9934605603	0.9766324525
566	0.1347044486	0.9935166652	0.9768457842
567	0.1342090451	0.993628894	0.9772727273
568	0.1341474975	0.993628894	0.9772727273
569	0.1339151786	0.9936850179	0.9774863388
570	0.1337574401	0.9937411482	0.9777000437
571	0.1333743163	0.9937972848	0.9779138421
572	0.1329997638	0.9940208401	0.9781372978
573	0.1325119473	0.9940208401	0.9781372978
574	0.1321876896	0.9941331326	0.9785651794
575	0.1317940971	0.9941892884	0.9787792606
576	0.1314269508	0.9941892884	0.9787792606
577	0.1310302379	0.9942454505	0.9789934354
578	0.1306412226	0.9940769832	0.9783511918
579	0.1302411284	0.9940769832	0.9783511918
580	0.1299270922	0.9941892884	0.9787792606
581	0.1295245489	0.9941892884	0.9787792606
582	0.1292196347	0.9942454505	0.9789934354
583	0.1289900489	0.9941331326	0.9785651794
584	0.1287331294	0.9941331326	0.9785651794
585	0.1283188321	0.994301619	0.9792077041
586	0.1279110982	0.994301619	0.9792077041
587	0.1276412247	0.994413975	0.9796365229
588	0.1273358604	0.994413975	0.9796365229
589	0.1270155685	0.9945263563	0.9800657174
590	0.1265886805	0.9948636529	0.9813555604
591	0.126217475	0.9948074209	0.9811403509
592	0.1259211931	0.9948636529	0.9813555604
593	0.1255023283	0.9949198912	0.9815708644
594	0.1252390572	0.9948636529	0.9813555604
595	0.1247646757	0.9948636529	0.9813555604
596	0.1243940991	0.9946400954	0.9811320755
597	0.1242245919	0.9950871109	0.9815789474
598	0.123985991	0.9950871109	0.9815789474
599	0.1238088399	0.9951433494	0.9817942531
600	0.1234207555	0.9949184337	0.9809335963
601	0.1231292956	0.9951995942	0.9820096534
602	0.123008924	0.9951433494	0.9817942531
603	0.1226323209	0.9953683668	0.9826564215
604	0.1222896518	0.9953683668	0.9826564215
605	0.1220990834	0.9954246371	0.9828722003
606	0.1218375793	0.9954809137	0.9830880738
607	0.1214675818	0.9954263225	0.98351286
608	0.1211633661	0.9954263225	0.98351286
609	0.1208755025	0.9953137377	0.9830806416
610	0.1207030949	0.9954826245	0.9837291117
611	0.120267973	0.9954826245	0.9837291117
612	0.1199356553	0.9957623923	0.9841688654
613	0.1195890314	0.9957623923	0.9841688654
614	0.1193208581	0.9958187071	0.984385309
