iter	Logloss	F1:use_weights=true	F1:use_weights=false
0	0.6634976404	0.6214207578	0.3846255799
1	0.6493828987	0.6047719307	0.3954682779
2	0.6369678404	0.627073646	0.4092448108
3	0.6272501015	0.64619447	0.4262101535
4	0.6210656302	0.6509274546	0.430896715
5	0.6104567652	0.6593935926	0.4392273403
6	0.6071557764	0.6656410283	0.4464071856
7	0.6025461502	0.6707932352	0.4532123961
8	0.5988706342	0.6744496007	0.4567882549
9	0.5929614102	0.6814890623	0.4632152589
10	0.588235865	0.6826484604	0.4653284672
11	0.5861562509	0.6849310169	0.4679878049
12	0.5827168722	0.6887748242	0.4723156929
13	0.5791965769	0.6908865519	0.4756191355
14	0.5709189932	0.696560843	0.4815671757
15	0.5678746508	0.7005285854	0.484979202
16	0.5636901006	0.7074667769	0.4924980665
17	0.5593968358	0.7124910608	0.4967582587
18	0.554135316	0.7154508769	0.4999227083
19	0.547046724	0.7256818961	0.5118453865
20	0.5431756462	0.7294151365	0.5172630257
21	0.5378218899	0.7303189933	0.5190551181
22	0.5344357454	0.732061281	0.5212178577
23	0.5302397546	0.7354942012	0.5251343661
24	0.5230608342	0.7384633467	0.5304625199
25	0.5182319484	0.7413982348	0.5324221233
26	0.5157841998	0.7438464226	0.5350723716
27	0.5112074	0.750011471	0.5403519899
28	0.5060366643	0.7578674703	0.5488638169
29	0.5009587701	0.7616891232	0.5534490999
30	0.4961635465	0.7695543771	0.5625199872
31	0.4896384708	0.7720675819	0.5657958006
32	0.4846783229	0.7739709143	0.5694937117
33	0.4805962246	0.7773700036	0.5740171493
34	0.4736890398	0.7827655524	0.5804672291
35	0.467701429	0.7878386845	0.5862853429
36	0.4630350878	0.7896860952	0.588579795
37	0.4572962837	0.7958426226	0.5979313742
38	0.4533607143	0.7999845288	0.6043284322
39	0.4483512704	0.8020133882	0.6074565037
40	0.4448406345	0.8062390941	0.6134132135
41	0.4405567629	0.8091398711	0.6156654497
42	0.4380306347	0.8103719955	0.6159444261
43	0.4338890095	0.8158487741	0.6226790451
44	0.4297950496	0.8188949372	0.6278759587
45	0.4254914097	0.8220305675	0.631122959
46	0.4228111467	0.8229269674	0.6339420338
47	0.4189053744	0.8258658945	0.6393525544
48	0.4153945869	0.8301601872	0.6457733356
49	0.4119962905	0.8337383666	0.650917743
50	0.4091460293	0.8356530621	0.6536170213
51	0.4051353054	0.8363275537	0.656394453
52	0.4011857795	0.8424608288	0.6643776824
53	0.3963888158	0.8457051106	0.6688456907
54	0.3925414708	0.8457000514	0.6700034518
55	0.3881891411	0.8517735162	0.6776145203
56	0.3840368648	0.8535918699	0.6813682931
57	0.3801451996	0.8552847892	0.684430512
58	0.3791088055	0.856066851	0.6856047403
59	0.3763077889	0.8595204218	0.6895470383
60	0.3734356715	0.8614034305	0.6931281693
61	0.3703336241	0.8627167206	0.6952714536
62	0.367909467	0.8634937092	0.6988886929
63	0.3636823522	0.8658255597	0.7032772365
64	0.3607302943	0.8677337412	0.7061745919
65	0.3576714188	0.8703844304	0.7093683463
66	0.3553533819	0.8707601417	0.7111823362
67	0.3529753009	0.8719414986	0.7122020633
68	0.3510840309	0.8730643684	0.7139042193
69	0.3462655349	0.8764765514	0.7195710456
70	0.3424098633	0.8768591089	0.7218531155
71	0.3395146741	0.8797407598	0.7261604894
72	0.3369221725	0.8806679015	0.7277967934
73	0.3333943097	0.8815969994	0.7311594203
74	0.330423684	0.8838419054	0.7337921043
75	0.3282745868	0.8854502284	0.7360028991
76	0.3251201767	0.8861403723	0.7383160575
77	0.3231819191	0.8861430862	0.7387584198
78	0.3207147587	0.8882937683	0.7424712539
79	0.3184211787	0.8906469823	0.7472043996
80	0.3156196675	0.893276268	0.7509634795
81	0.3149386766	0.8933754176	0.7512392142
82	0.3148791154	0.8936169658	0.7514684288
83	0.3124617782	0.8945034847	0.7534952171
84	0.3103893323	0.8947518389	0.7541889155
85	0.3085188835	0.8956744864	0.7554327808
86	0.3059268286	0.89677938	0.7562994298
87	0.3027403768	0.8985372578	0.7594470046
88	0.3005227911	0.9002147344	0.7632796594
89	0.2989487911	0.9006645244	0.7645532073
90	0.2958821453	0.9037179744	0.7709809772
91	0.2938354266	0.9046995935	0.7728800897
92	0.2916699956	0.9055304489	0.7743503459
93	0.2900446326	0.9078442177	0.7773415592
94	0.2864898518	0.9109858123	0.7804514083
95	0.2843313658	0.9117932575	0.782787652
96	0.281793729	0.9115713573	0.7830648183
97	0.2814569615	0.9129591056	0.7847911594
98	0.2784864723	0.9138702162	0.7874459688
99	0.275615729	0.917437699	0.79418429
100	0.2722836333	0.9197500879	0.797731569
101	0.2695753583	0.9229667835	0.8025742949
102	0.2665823068	0.9238656203	0.8047808765
103	0.2643948057	0.9246923553	0.8063045955
104	0.2621565319	0.9268871106	0.8105122834
105	0.2595812897	0.9292910846	0.8144192256
106	0.2569732486	0.9284846631	0.8143758364
107	0.2532232022	0.9322836091	0.8215863261
108	0.2514027154	0.9310406203	0.8207002693
109	0.2494109283	0.9338346564	0.8253662298
110	0.2470013677	0.9336020923	0.8251397725
111	0.2458337708	0.9341188925	0.8257517348
112	0.2433459883	0.9344325621	0.8286821705
113	0.2423362502	0.9349769311	0.8298739088
114	0.2408288612	0.9361700892	0.8325879837
115	0.239453284	0.9363262001	0.83307393
116	0.2377938508	0.9371996455	0.8328161365
117	0.2354350789	0.937923445	0.8340772366
118	0.2352478372	0.9382877892	0.835211815
119	0.2325770781	0.9416735913	0.8413255361
120	0.2301169817	0.943023952	0.8445747801
121	0.2275780486	0.944679312	0.8477962782
122	0.2255755169	0.9458742262	0.8505792264
123	0.223326613	0.9456440119	0.8503534957
124	0.2214235949	0.9476875008	0.8543307087
125	0.219685108	0.9491286983	0.858442072
126	0.216894347	0.9523011048	0.8640507333
127	0.2149655494	0.9544825632	0.8675128917
128	0.2139275581	0.9536750609	0.8669579031
129	0.212100783	0.9550445725	0.8683062277
130	0.210056625	0.9553144396	0.8707428799
131	0.2090044207	0.9550699862	0.8709870389
132	0.2076526644	0.9550330596	0.8703445529
133	0.2063774763	0.9573424354	0.8752997602
134	0.2034626713	0.9576916523	0.875399361
135	0.2016477869	0.9590560273	0.8767451137
136	0.1994733852	0.9595990863	0.8801122694
137	0.1981797313	0.9593716179	0.879887708
138	0.1965323962	0.9595566169	0.8815604263
139	0.1946583948	0.9615892864	0.8861985472
140	0.1933825147	0.9620842527	0.8873182553
141	0.19157809	0.962270891	0.8868723533
142	0.1902379736	0.9630207551	0.8893832154
143	0.1901245629	0.9630743616	0.8895631068
144	0.1886442761	0.9644525743	0.8925820835
145	0.1876940759	0.9647567659	0.8919902913
146	0.1858048035	0.9652165089	0.8946192893
147	0.1831641596	0.9674142847	0.8998980632
148	0.1824212731	0.9674142847	0.8998980632
149	0.1809160552	0.9686860355	0.9025934245
150	0.1795567925	0.9696335742	0.9041879469
151	0.1782688655	0.9699228626	0.9040816327
152	0.1768805352	0.9704817025	0.9048979592
153	0.1755789967	0.9704817025	0.9048979592
154	0.1746486374	0.9710851059	0.9064160196
155	0.1729137368	0.9715264996	0.9073809037
156	0.1727150558	0.9714724398	0.9071954211
157	0.1712622692	0.9721756871	0.9096126255
158	0.1703212164	0.9722754006	0.9105090312
159	0.1691296508	0.9716710545	0.9089790898
160	0.1676766532	0.972004623	0.9095755587
161	0.1666412239	0.9727715383	0.9116680362
162	0.1650775267	0.9731510967	0.9129808681
163	0.1631379521	0.9736315552	0.9152052816
164	0.1624079131	0.9738567773	0.9154290429
165	0.161512715	0.9741206974	0.9169078131
166	0.1604948467	0.9741051405	0.917978459
167	0.1593532102	0.9743696652	0.9194686592
168	0.1579854772	0.9756527254	0.9217030114
169	0.1562981186	0.9767096825	0.9237164831
170	0.1551660986	0.9772138573	0.9243557772
171	0.1545358466	0.9776568611	0.9253483053
172	0.1528652662	0.97765065	0.9258950874
