iter	F1	Logloss
0	0.6196527956	0.6905340941
1	0.6196685625	0.6882740802
2	0.603584479	0.6865091254
3	0.6250172042	0.6845024708
4	0.6240575529	0.6825321228
5	0.6074076698	0.680690373
6	0.6074712545	0.6787706969
7	0.6055626862	0.677063203
8	0.6084912957	0.6753603335
9	0.6119146456	0.6736637119
10	0.6133932104	0.6720274045
11	0.6175951202	0.670621236
12	0.6143878809	0.669107033
13	0.6174162705	0.6676988474
14	0.620512218	0.6663218521
15	0.6237426952	0.664933886
16	0.6235009816	0.6638129065
17	0.625186873	0.6628243134
18	0.6231391747	0.6615814755
19	0.6260364387	0.6602257328
20	0.6244008838	0.6591859758
21	0.6277339914	0.6579872175
22	0.6275938044	0.6570777315
23	0.6275938044	0.6561514697
24	0.6286426815	0.6550696994
25	0.6305464811	0.6540716606
26	0.6286046314	0.6532807369
27	0.6292644411	0.6522923898
28	0.6308495773	0.6513481714
29	0.6348095876	0.6504764187
30	0.6387654365	0.6495437614
31	0.6392506811	0.6487153012
32	0.6400202501	0.6477802333
33	0.6381770042	0.6469073983
34	0.6400442856	0.6462238694
35	0.6391661206	0.6455611996
36	0.6417007252	0.6449635177
37	0.6433633561	0.6442242006
38	0.6429555791	0.6433844745
39	0.6442920271	0.6426805785
40	0.6449697521	0.6420367508
41	0.6439900572	0.6415445942
42	0.6461671017	0.640819052
43	0.6463056042	0.6402247646
44	0.6466879032	0.6394722138
45	0.6478760691	0.6387562647
46	0.6485497046	0.6380210801
47	0.6498102898	0.6373058198
48	0.6501315449	0.6366860981
49	0.6496876261	0.6359204611
50	0.6486136457	0.6353070365
51	0.6484034077	0.6347801968
52	0.6496158987	0.6341915178
53	0.6496486782	0.6337537228
54	0.6508035511	0.6330599611
55	0.6513022926	0.6325261356
56	0.6509296646	0.6321092489
57	0.6513958884	0.6311611933
58	0.6537066527	0.6305701528
59	0.6533027962	0.6301884412
60	0.6540440101	0.6295581424
61	0.6531667113	0.6290069507
62	0.6561104987	0.6284560542
63	0.6568467482	0.6279803783
64	0.6569478102	0.6275226097
65	0.6572141569	0.6270329622
66	0.6589431319	0.6266777672
67	0.6577809175	0.626240661
68	0.6588425003	0.6257443228
69	0.6591745908	0.6254230239
70	0.6596393412	0.6250397872
71	0.6596391724	0.6246451371
72	0.6606351911	0.624174922
73	0.6604697517	0.623856624
74	0.660569131	0.6235870301
75	0.661730279	0.6231312786
76	0.661761348	0.622630316
77	0.6622589488	0.6223351401
78	0.6635815057	0.6220268289
79	0.6625569499	0.6217402624
80	0.6642097681	0.621278017
81	0.6659293553	0.6207186587
82	0.6661298291	0.620222173
83	0.6656725753	0.6198438559
84	0.665706013	0.6194917603
85	0.6662969829	0.6191227905
86	0.6670541329	0.6187171205
87	0.6675228406	0.6183733882
88	0.669068219	0.6179716047
89	0.6688442086	0.61748117
90	0.6673933343	0.6171734492
91	0.6686481604	0.6167992646
92	0.6694094569	0.6164053524
93	0.6707635594	0.6157875985
94	0.6712618811	0.6154264509
95	0.6714502006	0.6151668437
96	0.6735539899	0.6145179488
97	0.6727270627	0.6142263643
98	0.67296296	0.6140655426
99	0.6733339903	0.6139465867
100	0.6735458427	0.6136661697
101	0.6741276868	0.613434555
102	0.673933854	0.6132530711
103	0.6745911865	0.6129747695
104	0.67475991	0.6128545345
105	0.6751651909	0.6125015534
106	0.673883117	0.6124128038
107	0.6737144377	0.6122005724
108	0.6737309477	0.6119314704
109	0.6731990229	0.6117518559
110	0.6732664998	0.6114646498
111	0.6733677406	0.6111377917
112	0.6728175813	0.6109013559
113	0.6737054299	0.6106105093
114	0.6751743069	0.610411118
115	0.675774026	0.6099722899
116	0.6758756052	0.6096029265
117	0.6756913413	0.6090934038
118	0.6761805264	0.6086447857
119	0.676248324	0.6082772425
120	0.6766793021	0.608122472
121	0.6770187285	0.6078629632
122	0.6765295963	0.6077796744
123	0.6764277609	0.6074433216
124	0.6780976374	0.6071224654
125	0.6775179597	0.6070458673
126	0.6779045266	0.6067797171
127	0.6789482876	0.6065428876
128	0.6787442618	0.6062299028
129	0.6792770189	0.6058246756
130	0.6792770189	0.6056560318
131	0.6789596763	0.6054686443
132	0.6782676231	0.605134702
133	0.678755525	0.6049922305
134	0.6785626476	0.6049006276
135	0.6787327675	0.604677819
136	0.679198008	0.604408717
137	0.6790391982	0.6040775297
138	0.6780622353	0.6040386649
139	0.6796633447	0.6035878822
140	0.6805695722	0.6032555634
141	0.6807059909	0.6029877405
142	0.6809448555	0.6029037629
143	0.6813632208	0.6026734274
144	0.6818756734	0.6022560487
145	0.6817731212	0.6020759423
146	0.6831216785	0.6017235515
147	0.6830532156	0.6015790137
148	0.6834158667	0.6012396599
149	0.6835729784	0.6010825771
150	0.683518616	0.6008832842
151	0.684278205	0.6005239076
152	0.6845231933	0.6004345185
153	0.6834984704	0.6001774204
154	0.6853850551	0.5999868844
155	0.6852286103	0.5997595989
156	0.6849690778	0.5996283441
157	0.6870749126	0.5993832497
158	0.6861222861	0.5991154268
159	0.6862098051	0.5987469982
160	0.6862786238	0.598658347
161	0.68691903	0.5984191562
162	0.6872814557	0.5982040714
163	0.6877472149	0.5979580915
164	0.6888860333	0.5976443196
165	0.6893862333	0.597206377
166	0.6882645199	0.5969263535
167	0.6883335527	0.5966925251
168	0.6889207109	0.5966506101
169	0.6889897961	0.5965447403
170	0.6898865866	0.5961574204
171	0.6897829318	0.5959287575
172	0.6898865866	0.5958941728
173	0.6896971113	0.5958032586
174	0.6898353693	0.5957834818
175	0.6896971113	0.5957594742
176	0.6893693174	0.5957198222
177	0.6899902725	0.5955505389
178	0.6900594138	0.5954809266
179	0.6901105069	0.5950465753
180	0.6906455157	0.5947205536
181	0.6903179259	0.5944959248
182	0.6905071703	0.5943893663
183	0.6903688803	0.5941566201
184	0.6904380184	0.5940152801
185	0.6905071703	0.5938028519
186	0.6901631517	0.5935902268
187	0.6907493111	0.5934017079
188	0.691423217	0.5930884771
189	0.6917699051	0.5929001057
190	0.691804593	0.5928264593
191	0.6917699051	0.5926826103
192	0.6919935856	0.5926663264
193	0.6920976677	0.5924942389
194	0.6919086776	0.5924779058
195	0.693442834	0.5922641493
196	0.693596495	0.5920791725
197	0.6937007622	0.5920225971
198	0.6939789615	0.5918920802
199	0.6937557694	0.5917841442
200	0.6943966791	0.5914066635
201	0.6946894652	0.5913855092
202	0.6935874138	0.5912121426
203	0.6937615027	0.5910739511
204	0.6947102975	0.5907802019
205	0.6951426846	0.5906018665
206	0.6951564578	0.5902371767
207	0.6950518716	0.5901320941
208	0.6955188797	0.5899162222
209	0.6962087057	0.5895665864
210	0.6967236617	0.5895495154
211	0.6970159203	0.5893551913
212	0.6964182493	0.5892082921
213	0.69695545	0.5889808099
214	0.6969904203	0.5888325333
215	0.6975403387	0.5885564946
216	0.6974578688	0.5884073816
217	0.6974578688	0.5883475101
218	0.6975628819	0.5881798994
219	0.697925414	0.5880248337
220	0.6979604419	0.5878476298
221	0.6982178336	0.5878195389
222	0.6975504221	0.5877999097
223	0.6977730029	0.5876379566
224	0.6986622234	0.5874773809
225	0.6987323117	0.587295159
226	0.6983930559	0.5870944886
227	0.6983229564	0.5868987379
228	0.6985802643	0.5867149909
