iter	Logloss
229	0.4592381791
230	0.4590193959
231	0.4589303829
232	0.458682882
233	0.4584130435
234	0.4583289127
235	0.458115373
236	0.4577949266
237	0.4576156172
238	0.4574855407
239	0.4571229831
240	0.4569567378
241	0.4567976694
242	0.4565498623
243	0.4563063041
244	0.4560847176
245	0.4560667958
246	0.4558008013
247	0.4557689907
248	0.4556157212
249	0.4554011638
250	0.4551655535
251	0.454962955
252	0.4548830768
253	0.4546842826
254	0.4543930015
255	0.4542639927
256	0.453973975
257	0.4537146534
258	0.4536485784
259	0.4535190225
260	0.4532884472
261	0.4531156693
262	0.4528994994
263	0.4527704787
264	0.4525033218
265	0.452311727
266	0.4522756401
267	0.4520448916
268	0.4520198332
269	0.4518424025
270	0.4517294162
271	0.4515382898
272	0.4512984258
273	0.4511194611
274	0.4509182092
275	0.4508060033
276	0.4506971786
277	0.4505043121
278	0.4502334214
279	0.4501921864
280	0.4500947517
281	0.4498034054
282	0.4495701275
283	0.4493216724
284	0.4491144871
285	0.448825141
286	0.4486486365
287	0.4484218573
288	0.4482916814
289	0.4480841375
290	0.4480259048
291	0.4478256113
292	0.4477759506
293	0.4475486305
294	0.4473789547
295	0.4472447045
296	0.446966734
297	0.4468785749
298	0.4468546018
299	0.4466909178
300	0.4465508143
301	0.4463256664
302	0.4462040869
303	0.4460008988
304	0.4458244351
305	0.4457658046
306	0.445676196
307	0.4454708636
308	0.4453431767
309	0.4451040878
310	0.4449748265
311	0.4448853228
312	0.4447327848
313	0.444576182
314	0.444501201
315	0.4443104455
316	0.4441961972
317	0.4440660117
318	0.4439912975
319	0.4438301201
320	0.4436948867
321	0.443484743
322	0.4434466343
323	0.4433701029
324	0.4433578177
325	0.4431804983
326	0.4429361622
327	0.4428470503
328	0.4427584678
329	0.4425716324
330	0.4424115136
331	0.4423962333
332	0.4423208088
333	0.4422438733
334	0.4420396737
335	0.4418280292
336	0.4416851667
337	0.4415375638
338	0.441348603
339	0.4411383997
340	0.4409429379
341	0.4408134962
342	0.4407857185
343	0.4407224898
344	0.4405138199
345	0.440350578
346	0.4403505694
347	0.4401833814
348	0.4400115061
349	0.4398565902
350	0.4396872976
351	0.4395308781
352	0.4393597921
353	0.4392567846
354	0.4390828359
355	0.4389362324
356	0.4388059714
357	0.4387906893
358	0.4387061186
359	0.438562039
360	0.4384207672
361	0.4383226763
362	0.4381232633
363	0.4380012337
364	0.4379251843
365	0.4378055781
366	0.4377859467
367	0.4376689254
368	0.4374412737
369	0.4373032588
370	0.4372939629
371	0.4371402613
372	0.4370553765
373	0.4369596228
374	0.4367224926
375	0.4365918143
376	0.4364156438
377	0.4362894525
378	0.4362421835
379	0.4361346345
380	0.4359716085
381	0.4359490797
382	0.4358482167
383	0.4357666665
384	0.4356210433
385	0.4355402965
386	0.4355320923
387	0.4355153986
388	0.4352854755
389	0.4351018149
390	0.4349705066
391	0.4349637111
392	0.4348231131
393	0.4347231314
394	0.4346970778
395	0.4346928772
396	0.4344888597
397	0.4342863723
398	0.4340979473
399	0.4339761056
400	0.4338089565
401	0.4338077596
402	0.4336954264
403	0.4335733501
404	0.4334970193
405	0.433324819
406	0.4333131233
407	0.4332203114
408	0.4331334956
409	0.4330178921
410	0.432940173
411	0.4328228153
412	0.4326722801
413	0.4325504756
414	0.4325504756
415	0.4324295984
416	0.4324150713
417	0.4322703904
418	0.4320818381
419	0.4320712616
420	0.4319851041
421	0.4318994906
422	0.4318012235
423	0.4317288519
424	0.4316779413
425	0.4315402916
426	0.4315032222
427	0.4314216438
428	0.4312666777
429	0.4312244282
430	0.4310868642
431	0.4310306575
432	0.4310008987
433	0.4308930525
434	0.4307045545
435	0.4306609498
436	0.4305840655
437	0.4304398051
438	0.4303295139
439	0.4302694572
440	0.4301771875
441	0.4300673855
442	0.4299019096
443	0.4298068976
444	0.42961126
445	0.4294884535
446	0.4293910529
447	0.429278046
448	0.4291951786
449	0.429081388
450	0.4289541205
451	0.4288259501
452	0.428633988
453	0.4285244544
454	0.42832233
455	0.4282229577
456	0.4282132441
457	0.4281595039
458	0.4280808816
459	0.4280002669
460	0.4279829748
461	0.4278280747
462	0.4276980954
463	0.4275776452
464	0.4274448027
465	0.4273272784
466	0.4272290061
467	0.4270807095
468	0.4270495294
469	0.4268875494
470	0.426787495
471	0.4267071849
472	0.4266484196
473	0.426631529
474	0.426498465
475	0.426400516
476	0.4263963588
477	0.42626535
478	0.4262247083
479	0.4261158827
480	0.4261104043
481	0.426103659
482	0.4259939736
483	0.4259221924
484	0.4258956211
485	0.4257114895
486	0.4256063959
487	0.4254298356
488	0.4253473114
489	0.4253232004
490	0.4251634016
491	0.4251556962
492	0.4251538703
493	0.4250418555
494	0.4249800345
495	0.4248481482
496	0.424796738
497	0.4247100282
498	0.4246211349
499	0.4244550562
500	0.4244234154
501	0.424304318
502	0.4241409756
503	0.4241297723
504	0.4240759853
505	0.4240470007
506	0.4239544771
507	0.423832027
508	0.4237355523
509	0.4236933252
510	0.4235087539
511	0.4233643279
512	0.4233470122
513	0.4232731057
514	0.4232016819
515	0.4231937996
516	0.4231212346
517	0.4230569214
518	0.4229573059
519	0.4228622788
520	0.4228282018
521	0.4227477091
522	0.4226133087
523	0.4224714956
524	0.4223910493
525	0.4223303276
526	0.4222800617
527	0.4222130038
528	0.4220697627
529	0.4220679552
530	0.42197328
531	0.4219412695
532	0.4219244515
533	0.4218524748
534	0.4217235055
535	0.4216325396
536	0.4215593747
537	0.4214950853
538	0.4214950844
539	0.4214780331
540	0.4214595458
541	0.4214563632
542	0.4212891216
543	0.4211836458
544	0.4210624732
545	0.4209862167
546	0.4207276096
547	0.4206306647
548	0.4206278227
549	0.4205238277
550	0.4203606592
551	0.4202232687
552	0.420141458
553	0.4201079248
554	0.4199937701
555	0.4198328797
556	0.419819576
557	0.4197592568
558	0.4196688882
559	0.4195117406
560	0.4193801975
561	0.4192192695
562	0.4191410302
563	0.4190826019
564	0.4190759252
565	0.4190087303
566	0.418885124
567	0.4187518474
568	0.4187251649
569	0.4186410396
570	0.4185992405
571	0.4185089629
572	0.4183434086
573	0.418283158
574	0.4181658688
575	0.4180614405
576	0.4179543958
577	0.4177744061
578	0.4176505363
579	0.4175961306
580	0.4174731108
581	0.4173749374
582	0.4173204967
583	0.4172516479
584	0.4170972647
585	0.4169579316
586	0.4167715617
587	0.4166892154
588	0.4165414605
589	0.4164318576
590	0.4163819901
591	0.4162518061
592	0.4160903415
593	0.415946875
594	0.4158185928
595	0.4156586556
596	0.4156586552
597	0.4155248827
598	0.4154479596
599	0.4153860582
600	0.4152674244
601	0.4152489997
602	0.4151693547
603	0.4150837679
604	0.4149071691
605	0.4148854457
606	0.4147599411
607	0.4147106951
608	0.4146130339
609	0.4144370469
610	0.4144189404
611	0.4142873894
612	0.4142873893
613	0.4142201651
614	0.4141917712
615	0.4140788388
616	0.4139463646
617	0.4138830036
618	0.4138695084
619	0.4137316747
620	0.4136714727
621	0.4135516008
622	0.4134247779
623	0.4132906465
624	0.4132906464
625	0.4131678236
626	0.4130204864
627	0.4129946452
628	0.4128953446
629	0.412773185
630	0.4126178597
631	0.4125363494
632	0.4124467824
633	0.4123502572
634	0.4122976863
635	0.4122098464
636	0.4121041403
637	0.4119159447
638	0.4118834154
639	0.4118375289
640	0.411815846
641	0.4118086695
642	0.411786024
643	0.4116819045
644	0.4116640471
645	0.4115503697
646	0.4114027557
647	0.4112900457
648	0.4112769368
649	0.4112769366
650	0.4111675004
651	0.4110512903
652	0.4110026748
653	0.4108821167
654	0.4108696214
655	0.4107497361
656	0.4107138143
657	0.410659038
658	0.4105821424
659	0.4104572855
660	0.4103642809
661	0.4102022094
662	0.4100905326
663	0.4100738581
664	0.4099709162
665	0.4098948857
666	0.4098064767
667	0.4096692604
668	0.4095623589
669	0.409481645
670	0.4094444322
671	0.4093598381
672	0.4092867065
673	0.4091041749
674	0.4089266141
675	0.4087822985
676	0.4086926166
677	0.4086371383
678	0.4085362853
679	0.4084678687
680	0.4083799935
681	0.4082467865
682	0.4082027653
683	0.4080699316
684	0.4079992946
685	0.4079239565
686	0.4078439099
687	0.4078052154
688	0.4076724205
689	0.4076146527
690	0.4075612793
691	0.4074990185
692	0.407456192
693	0.407375055
694	0.4072382454
695	0.4071088825
696	0.4070175903
697	0.4069100599
698	0.4068017684
699	0.406757957
700	0.4067301216
701	0.4065421772
702	0.4064429314
703	0.4063300658
704	0.4062574934
705	0.4062074007
706	0.4061964644
707	0.4061208751
708	0.4060927503
709	0.4060005829
710	0.4059419993
711	0.4058549733
712	0.4058537051
713	0.4057728436
714	0.4056439566
715	0.4055923253
716	0.4054224772
717	0.4053232904
718	0.4052796817
719	0.4052437426
720	0.4051809532
721	0.4050324965
722	0.4049025584
723	0.4048562796
724	0.4047781469
725	0.4046750373
726	0.4045897833
727	0.4044657301
728	0.404431297
729	0.4043832521
730	0.4042226398
731	0.4041893168
732	0.404119415
733	0.4040176794
734	0.4040112932
735	0.40385055
736	0.4038326019
737	0.40376094
738	0.4037265891
739	0.4036773932
740	0.4035507132
741	0.4035507131
742	0.4034860529
743	0.4034793973
744	0.4033954982
745	0.4032993429
746	0.4032224899
747	0.4031873015
748	0.4030745914
749	0.4029007118
750	0.4028382763
751	0.4027865442
752	0.4026603607
753	0.4025805218
754	0.4024983638
755	0.4023959759
756	0.4023358582
757	0.4022372796
758	0.4021477991
759	0.4020403588
760	0.4019884547
761	0.4019818145
762	0.401927665
763	0.4018660759
764	0.4017431572
765	0.401675452
766	0.4016466665
767	0.4015871362
768	0.4014538023
769	0.4014490721
770	0.4013186133
771	0.4012598082
772	0.4011867422
773	0.4010860516
774	0.4010054855
775	0.4009082303
776	0.4008594068
777	0.4007309041
778	0.4006996364
779	0.40061557
780	0.4005334742
781	0.4005171531
782	0.4004498224
783	0.4004283613
784	0.400328079
785	0.4002045425
786	0.4001638799
787	0.4000584243
788	0.399999861
789	0.3999089082
790	0.3997844596
791	0.3996353245
792	0.3995713387
793	0.3995190804
794	0.3994406698
795	0.3993411634
796	0.3992286761
797	0.3991197494
798	0.398979545
799	0.3988849237
800	0.3988197616
801	0.3986919853
802	0.3986658925
803	0.3985961823
804	0.3985324967
805	0.3985227005
806	0.3984206064
807	0.3982969798
808	0.3982874538
809	0.3981545983
810	0.3980332944
811	0.3979358829
812	0.3978080673
813	0.3976807437
814	0.3975543352
815	0.3974807745
816	0.3973831774
817	0.3973415839
818	0.3972510277
819	0.3971962375
820	0.3971437387
821	0.3970605219
822	0.3969817963
823	0.3969018288
824	0.3967491917
825	0.3966831094
826	0.3966272229
827	0.3965287351
828	0.3964265493
829	0.3963939644
830	0.3963896289
831	0.3963081151
832	0.3962290464
833	0.39616957
834	0.3960457036
835	0.3958749271
836	0.3957662205
837	0.3957562717
838	0.39570469
839	0.3956541891
840	0.3955795299
841	0.3955081612
842	0.3953145772
843	0.3952173637
844	0.395165005
845	0.3950414488
846	0.3949066386
847	0.3948126284
848	0.3946685942
849	0.3946089157
850	0.3944889595
851	0.3944666039
852	0.3944212443
853	0.394314268
854	0.3941658862
855	0.3940056526
856	0.3939112623
857	0.3937592736
858	0.3936435685
859	0.3936351831
860	0.3935452927
861	0.3934934054
862	0.3933861067
863	0.3933861053
864	0.3933838211
865	0.3933818085
866	0.3932230089
867	0.3931401576
868	0.3930715747
869	0.3929993258
870	0.3929225041
871	0.3928265485
872	0.3926936295
873	0.3926087893
874	0.3925228504
875	0.3924720341
876	0.3924258561
877	0.3922621686
878	0.3922593618
879	0.3922114707
880	0.3920871351
881	0.3920252457
882	0.3918906035
883	0.3917281715
884	0.3916105678
885	0.3914971772
886	0.3913581518
887	0.3912682864
888	0.3911553979
889	0.3911471263
890	0.3910514643
891	0.3909443454
892	0.3908367098
893	0.3907221869
894	0.3906372993
895	0.3905773121
896	0.3904616513
897	0.3903327165
898	0.3901997756
899	0.3901474029
900	0.3901459264
901	0.3900264568
902	0.3899211216
903	0.389747571
904	0.3896917958
905	0.3896176859
906	0.389551373
907	0.3894719289
908	0.3893714829
909	0.3892921242
910	0.3892098096
911	0.3890900151
912	0.3889894301
913	0.3888704461
914	0.3888021568
915	0.3887327173
916	0.3885771605
917	0.3884928729
918	0.3883845955
919	0.3881962976
920	0.3881676877
921	0.3880117968
922	0.3879666554
923	0.3878699058
924	0.3877472923
925	0.3876971928
926	0.3876156182
927	0.3874204584
928	0.3872593865
929	0.3871681025
930	0.3870819709
931	0.387032514
932	0.3869125958
933	0.386804521
934	0.386653533
935	0.3866535292
936	0.3866007934
937	0.3865100733
938	0.3864793877
939	0.3863957398
940	0.3863106811
941	0.3861503489
942	0.3860888063
943	0.3860005317
944	0.3859058891
945	0.3857963839
946	0.3856849364
947	0.3855553466
948	0.3854625538
949	0.3853058145
950	0.3852596129
951	0.3852067937
952	0.385036958
953	0.3848975878
954	0.3847739671
955	0.3846449131
956	0.3845177444
957	0.3844185334
958	0.3843428881
959	0.3842646241
960	0.3842066168
961	0.3841591392
962	0.3840533144
963	0.3839802466
964	0.3838992041
965	0.3837565791
966	0.3836372613
967	0.3835318764
968	0.3834320405
969	0.3833207595
970	0.3832140639
971	0.383148132
972	0.3829857125
973	0.3829206334
974	0.3828425344
975	0.3827630983
976	0.3826664779
977	0.3826414584
978	0.382578029
979	0.3825143315
980	0.3824547714
981	0.3823383
982	0.3822234297
983	0.3821612742
984	0.382008442
985	0.3819060657
986	0.3817991152
987	0.3817200929
988	0.3815935852
989	0.381546327
990	0.381384398
991	0.3812906175
992	0.3812098532
993	0.3811368079
994	0.3810152269
995	0.3809074639
996	0.3808185858
997	0.3807593699
998	0.3806823099
999	0.3805748681
