iter	Logloss	F1
0	0.534648719	0.002670226969
1	0.491396641	0.003561887801
2	0.4767823696	0.01766004415
3	0.4682520236	0.0475161987
4	0.4625723654	0.0625
5	0.4554515813	0.09559748428
6	0.4526283364	0.1064449064
7	0.4497044032	0.1210873147
8	0.4464971138	0.1429148163
9	0.443105679	0.1551446945
10	0.4396597213	0.1701112878
11	0.4380608853	0.1776549546
12	0.4349894716	0.1841070024
13	0.4335123848	0.186739898
14	0.431114567	0.2044926414
15	0.428425965	0.2188099808
16	0.4262347033	0.2333713417
17	0.4240301376	0.2444360619
18	0.421990392	0.2461422657
19	0.4180263768	0.2589552239
20	0.414912096	0.2812960236
21	0.4116328963	0.2966751918
22	0.4076482917	0.314801444
23	0.4047649141	0.3234134098
24	0.4036196278	0.3256979241
25	0.4010768732	0.3393681221
26	0.3989380443	0.3479490806
27	0.3963213741	0.3589923023
28	0.392816783	0.3722222222
29	0.3891996474	0.3823933975
30	0.387329456	0.3887555708
31	0.385393219	0.3905769887
32	0.3845546131	0.3926128591
33	0.3843482499	0.3924786325
34	0.3818700086	0.3935770413
35	0.3790790074	0.396592845
36	0.3760381265	0.4064930673
37	0.3759581802	0.4064930673
38	0.3733768295	0.4177598385
39	0.3716870217	0.4221848739
40	0.3715653807	0.4227150538
41	0.3694923501	0.4274247492
42	0.3673647968	0.4340312396
43	0.3653442297	0.4437107956
44	0.3620380607	0.4560943644
45	0.3593131605	0.464495114
46	0.3587239429	0.466038349
47	0.3564886397	0.4691358025
48	0.353953533	0.4761595848
49	0.3520802418	0.4794298672
50	0.3519616061	0.4802588997
51	0.3498754924	0.4869900418
52	0.3476716607	0.493921945
53	0.3452904728	0.4977664327
54	0.3438845755	0.5003182686
55	0.3416026942	0.5091830272
56	0.3404167484	0.514520202
57	0.3390732076	0.5193335429
58	0.3359610803	0.5232704403
59	0.3336276409	0.5322479649
60	0.3313218897	0.5347526612
61	0.3294146427	0.5421085465
62	0.3276404415	0.5477152627
63	0.3260666975	0.5499689634
64	0.3246043478	0.5541795666
65	0.3229792976	0.5590599876
66	0.3223525223	0.5594795539
67	0.320810492	0.5650695518
68	0.3191084587	0.5716923077
69	0.3174783702	0.5721301412
70	0.3157158513	0.5728364644
71	0.312905811	0.5812958435
72	0.3116698713	0.587770003
73	0.3115845293	0.5881995134
74	0.3112487827	0.5881995134
75	0.3095197702	0.592345079
76	0.3070907939	0.5963636364
77	0.3055775249	0.6007857359
78	0.3039340895	0.6103427541
79	0.3017480843	0.6151542378
80	0.3002408895	0.6186921469
81	0.2977232896	0.6185074627
82	0.2965070894	0.6188207266
83	0.2952706926	0.6220238095
84	0.2938672227	0.6248886249
85	0.2931551951	0.6279964487
86	0.2912554513	0.632014176
87	0.2898230395	0.6366047745
88	0.2882633962	0.6415981199
89	0.2867949439	0.6457845433
90	0.2858089883	0.6455955517
91	0.2833239627	0.6468358122
92	0.2808045252	0.6523505514
93	0.2791582036	0.6554621849
94	0.277367304	0.6589528493
95	0.27526824	0.6606936416
96	0.2741854741	0.6676258993
97	0.2725710458	0.6750861079
98	0.2705141158	0.6762259822
99	0.2692724333	0.6767908309
100	0.2674451768	0.6800114384
101	0.2659742197	0.6822857143
102	0.2658371529	0.6826620965
103	0.2657985542	0.6830382638
104	0.2648609927	0.6824671616
105	0.2629403614	0.690104905
106	0.261306831	0.6937853107
107	0.260187123	0.6973201693
108	0.2592022697	0.7003101212
109	0.2577383226	0.7021996616
110	0.2567529825	0.705915493
111	0.2551463109	0.7088251827
112	0.2528806658	0.7145652782
113	0.2512659259	0.7170022371
114	0.2492174513	0.7210922262
115	0.2491908248	0.7210922262
116	0.2470941627	0.7269700333
117	0.2457876308	0.7273733739
118	0.2444508158	0.7313844457
119	0.2423708985	0.732231405
120	0.2406504417	0.735398958
121	0.2396622772	0.7389162562
122	0.2383244597	0.7368131868
123	0.2376797903	0.7394404827
124	0.2368644435	0.7433725061
125	0.2352768226	0.7490473598
126	0.2344202321	0.7500679902
127	0.2338595958	0.7502038597
128	0.233774118	0.7508829123
129	0.2326336633	0.7555555556
130	0.2313126137	0.7553508534
131	0.2295764325	0.7602813853
132	0.2277932636	0.7653721683
133	0.2269211194	0.7674481272
134	0.2258580116	0.7667834996
135	0.2248302963	0.7690239312
136	0.2238480525	0.7726174497
137	0.2217896921	0.777540107
138	0.2199748349	0.7792
139	0.2187069528	0.7827009817
140	0.2174152886	0.7856953642
141	0.2156843674	0.7888741722
142	0.2145917815	0.7937681542
143	0.2144672526	0.7940865892
144	0.2137071797	0.7949326999
145	0.2128142134	0.7946145723
146	0.2116423701	0.7975751186
147	0.21008608	0.8006304177
148	0.2089206194	0.8013662638
149	0.2073000977	0.8048205397
150	0.206309554	0.8057591623
151	0.2055825041	0.8058608059
152	0.2036036237	0.8154684661
153	0.2026044849	0.8157758173
154	0.2020746388	0.8176165803
155	0.201502703	0.8185348175
156	0.1996472333	0.8205791107
157	0.1982186249	0.8245297604
158	0.1974885896	0.8238328605
159	0.1960704242	0.8281893004
160	0.1951596762	0.8288797533
161	0.1940612137	0.8321803741
162	0.1927583366	0.835209826
163	0.1915186712	0.8361495136
164	0.1896359655	0.8362797848
165	0.1882199585	0.8396829455
166	0.1874972072	0.8410832908
167	0.1862640948	0.8439806567
168	0.1855446839	0.8455077628
169	0.1842206805	0.8459583122
170	0.1828843612	0.8490996703
171	0.1815375705	0.8496068983
172	0.1812357016	0.8514300177
173	0.180966585	0.8514300177
174	0.1797716848	0.8555527448
175	0.1785345097	0.8583690987
176	0.1771745392	0.860459248
177	0.1764074757	0.8609639162
178	0.1749221257	0.8646881288
179	0.1737344234	0.8667503137
180	0.1728262129	0.8696522392
181	0.1720499805	0.8716924613
182	0.1709705134	0.8726638425
183	0.1704981084	0.8732254047
184	0.1692648438	0.8756837394
185	0.1685561923	0.87506222
186	0.1675294704	0.8747821758
187	0.1663704566	0.8766782695
188	0.1660487319	0.8775763596
189	0.1655000181	0.8786901513
190	0.1648073415	0.8802380362
191	0.1639373436	0.8808521179
192	0.1631156095	0.8812469075
193	0.1631003741	0.8815236211
194	0.1619116502	0.8840543881
195	0.1609688575	0.8854320988
196	0.1609527717	0.8854320988
197	0.160388316	0.8870808679
198	0.1598084275	0.8873551886
199	0.1589470414	0.8879586309
200	0.1579904098	0.8898721731
201	0.1569435735	0.8909090909
202	0.1562534366	0.892217039
203	0.1553912475	0.8949816401
204	0.1545719578	0.8965517241
205	0.1538184726	0.894556155
206	0.1530956486	0.8959608323
207	0.1521133541	0.8976493634
208	0.1515618876	0.8992665037
209	0.1512720733	0.899315738
210	0.1508424812	0.8988269795
211	0.150153566	0.9006590188
212	0.1493657635	0.9014634146
213	0.1488280707	0.9032886724
214	0.1481569076	0.9033357682
215	0.1477995935	0.9036027264
216	0.1468371992	0.9049355701
217	0.1462534193	0.9061284047
218	0.1458913767	0.9054218332
219	0.1458564519	0.9054218332
220	0.1452080228	0.9086060606
221	0.1443204163	0.9086503513
222	0.1439416583	0.909178978
223	0.143754971	0.9089147287
224	0.1426376405	0.9118144479
225	0.14193576	0.9125603865
226	0.1411268479	0.9122552574
227	0.1411109748	0.9125181247
228	0.1402606289	0.9143959489
229	0.1391493103	0.9151398264
230	0.1380596266	0.9164861613
231	0.1371675174	0.916746872
232	0.1360001383	0.9190487629
233	0.1352531618	0.9213806328
234	0.1345273276	0.922671774
235	0.1338104937	0.9229296314
236	0.1330335952	0.9234449761
237	0.1326577779	0.9232241091
238	0.1317853109	0.9250238777
239	0.1309551339	0.9275154983
240	0.1302962238	0.927480916
241	0.1297138539	0.9287586371
242	0.1290516562	0.9328269642
243	0.1283093858	0.9338392222
244	0.1278411561	0.9343446314
245	0.1270613582	0.9358883369
246	0.1265778842	0.9368943512
247	0.126570879	0.9368943512
248	0.1260791809	0.9378397542
249	0.125800756	0.9381199811
250	0.1251876643	0.9393438754
251	0.1246201378	0.9388718433
252	0.1241952303	0.9396226415
253	0.123343972	0.9406220547
254	0.1229917996	0.941868675
255	0.1228467454	0.941868675
256	0.121907582	0.9438307873
257	0.1216455949	0.9438307873
258	0.1214845118	0.9438307873
259	0.1207534602	0.9433607521
260	0.1204403129	0.9441052137
261	0.119644487	0.9453180005
262	0.1196345713	0.9455654622
263	0.1196268168	0.9455654622
264	0.1188999706	0.9455399061
265	0.1183604245	0.9472697446
266	0.1180185888	0.9472697446
267	0.1171318526	0.9470477976
268	0.11655441	0.9477874034
269	0.1157771189	0.9492635025
270	0.1149567878	0.9509803922
271	0.114470555	0.9512252042
272	0.113694874	0.9509803922
273	0.113103679	0.9522033108
274	0.1125644677	0.9529356943
275	0.1115193558	0.954619502
276	0.1105354594	0.9557933923
277	0.1101252424	0.9557933923
278	0.1097994832	0.9557933923
279	0.1092248008	0.9572490706
280	0.109218597	0.9572490706
281	0.1089294433	0.9582172702
282	0.1085446753	0.9574912892
283	0.107969571	0.9587006961
284	0.1068730129	0.9596848934
285	0.1062974327	0.9592025962
286	0.1054639419	0.9615918556
287	0.1049780361	0.9611291069
288	0.1042611825	0.9620546043
289	0.1036596894	0.9625346901
290	0.1027086293	0.9637329637
291	0.1022525068	0.9644506002
292	0.1017852003	0.9646895915
293	0.1011776336	0.9658828953
294	0.1006100271	0.9658828953
295	0.1001371801	0.9658828953
296	0.09966576022	0.966359447
297	0.09877985158	0.9670734515
298	0.09814465801	0.9668355596
299	0.09757107905	0.9675489068
300	0.09717218801	0.9670734515
301	0.09673955627	0.9687356322
302	0.09630949	0.9694463588
303	0.09573948902	0.9699196326
304	0.0950995828	0.9720439963
305	0.09452496812	0.9718083887
306	0.0940835192	0.9720439963
307	0.0934920157	0.9713368493
308	0.09308557664	0.972279496
309	0.0925516853	0.972985348
310	0.09199441834	0.9725148878
311	0.09139988306	0.9727501717
312	0.09051324448	0.9741596158
313	0.08968216	0.9743941472
314	0.08932385278	0.9743941472
315	0.08925421572	0.9741596158
316	0.08902897385	0.9741596158
317	0.08870759335	0.9748628885
318	0.08816184209	0.9755763524
319	0.08763437783	0.9753424658
320	0.08708561188	0.976266545
321	0.08646143031	0.9785974499
322	0.08625112135	0.9788299567
323	0.08584693431	0.9788299567
324	0.08556871785	0.9786071916
325	0.08536836438	0.9783648372
326	0.08475311398	0.9790623578
327	0.08441455147	0.9790623578
328	0.08357745538	0.9795361528
329	0.08278838699	0.9806949807
330	0.08236770937	0.9811492164
331	0.08199508571	0.9816118048
332	0.08147525618	0.9816201498
333	0.08116222081	0.9832351609
334	0.08078804515	0.9834579651
335	0.08051329342	0.9843714609
336	0.08013420398	0.9848381987
337	0.07986584182	0.9848381987
338	0.07935269075	0.9859791949
339	0.07914337496	0.9859791949
340	0.07869221505	0.9850611136
341	0.07810931092	0.9857498304
342	0.07764681619	0.9848313335
343	0.07736001549	0.9846014493
344	0.077031173	0.9852907898
345	0.07678985215	0.9852907898
346	0.07646666337	0.985520362
347	0.07619064845	0.985520362
348	0.07594258601	0.9862084558
349	0.07522482779	0.9871244635
350	0.0752082646	0.9873532069
351	0.07487491493	0.9868956168
352	0.07452793318	0.9875818469
353	0.07450747917	0.9873532069
354	0.07415651751	0.9884953756
355	0.07380180376	0.9884953756
356	0.07356845441	0.9887235002
357	0.07316237992	0.988267148
358	0.07296415423	0.988951522
359	0.07259888844	0.9891794409
360	0.07220639308	0.9894072572
361	0.07192236495	0.988951522
362	0.07135953184	0.988951522
363	0.07100245524	0.9894072572
364	0.07065371827	0.9891794409
365	0.07023924323	0.9891794409
366	0.06985577927	0.9887235002
367	0.06958142598	0.9891794409
368	0.06924261863	0.9891794409
369	0.06894820449	0.9896349707
370	0.06851811357	0.9898625817
371	0.06818766922	0.9900900901
372	0.06776514368	0.9900900901
373	0.06755129135	0.9903174961
374	0.06735542024	0.9898625817
375	0.06687502156	0.9905447996
376	0.06646842285	0.9907720009
377	0.06629416772	0.9909990999
378	0.06629024212	0.9909990999
379	0.06584251249	0.9909990999
380	0.06552134983	0.9914529915
381	0.06533369515	0.9919064748
382	0.06500258412	0.9916797841
383	0.06441327028	0.9921330636
384	0.06410276826	0.9919064748
385	0.06374858956	0.9925859357
386	0.06342200016	0.9925859357
387	0.06307646764	0.9928122192
388	0.06258237921	0.9934904602
389	0.06207770576	0.9941677882
390	0.06198075798	0.9941677882
391	0.0617043386	0.9941677882
392	0.06150019192	0.9941677882
393	0.06138641952	0.9941677882
394	0.06115334654	0.9943933617
395	0.06100094129	0.9946188341
396	0.06076921907	0.9943933617
397	0.06042138671	0.9941677882
398	0.06009466893	0.9941677882
399	0.05982935182	0.9941677882
400	0.059559267	0.9939421135
401	0.05934284437	0.9939421135
402	0.05883609165	0.9946188341
403	0.05834874548	0.9946188341
404	0.05810526441	0.9946188341
405	0.0578118488	0.9946188341
406	0.05730872842	0.9948442053
407	0.05700813663	0.9950694756
408	0.05674578618	0.9948442053
409	0.05643432096	0.9950694756
410	0.05593167869	0.9952946449
411	0.05572297748	0.9952946449
412	0.05538153052	0.9959695477
413	0.0549325208	0.9961943139
414	0.05470990558	0.9959695477
415	0.05456925384	0.9959695477
416	0.05436760478	0.9959695477
417	0.05410562311	0.9964189794
418	0.05376057031	0.9964189794
419	0.05341919371	0.9966435444
420	0.05321209818	0.9966435444
421	0.05296688781	0.9961943139
422	0.05281500488	0.9961943139
423	0.05269124556	0.9961943139
424	0.05231653826	0.9961943139
425	0.05219842163	0.9961943139
426	0.05204779081	0.9961943139
427	0.05177232406	0.9964189794
428	0.05163690092	0.9966435444
429	0.05163393569	0.9966435444
430	0.05150297986	0.9966435444
431	0.05129228061	0.9966435444
432	0.05105425987	0.9968680089
433	0.05092130178	0.9968680089
434	0.05055612008	0.9973166369
435	0.05030337762	0.9973166369
436	0.05018954329	0.9973166369
437	0.04993163004	0.9970923731
438	0.0499293726	0.9970923731
439	0.04992930377	0.9970923731
440	0.04978700545	0.9970923731
441	0.04957975346	0.9970923731
442	0.04934380489	0.9970923731
443	0.04913110876	0.9970923731
444	0.04895637475	0.9973166369
445	0.04877915674	0.9973166369
446	0.04845827788	0.9975408004
447	0.04826781146	0.9977648637
448	0.04807632137	0.9979888268
449	0.04782394459	0.9979888268
450	0.04755595936	0.998436453
451	0.04743695713	0.9982126899
452	0.04718702596	0.9982126899
453	0.04702905921	0.9982126899
454	0.04682512492	0.9982126899
455	0.04653214637	0.998436453
456	0.04636591108	0.998436453
457	0.04620050384	0.998436453
458	0.04591754048	0.9986601161
459	0.04575662638	0.9986601161
460	0.0455471945	0.9986601161
461	0.04547942529	0.9986601161
462	0.04519405851	0.9986601161
463	0.0450143614	0.9986601161
464	0.044873742	0.998436453
465	0.04448462469	0.9986601161
466	0.04423078199	0.9986601161
467	0.04408094303	0.9986601161
468	0.04389707521	0.9986601161
469	0.04374139476	0.9986601161
470	0.04348164128	0.9986601161
471	0.04334419999	0.9986601161
472	0.04309469609	0.9988836794
473	0.04307610668	0.9988836794
474	0.04282972117	0.9988836794
475	0.04278859372	0.9988836794
476	0.04255616304	0.9988836794
477	0.0424812803	0.9988836794
478	0.04222849209	0.9988836794
479	0.04195695197	0.9988836794
480	0.04195174858	0.9988836794
481	0.04194646308	0.9988836794
482	0.04194255198	0.9988836794
483	0.04175516584	0.9988836794
484	0.04157733569	0.9991071429
485	0.04138194561	0.9988836794
486	0.04125751587	0.9988836794
487	0.04099659218	0.9988836794
488	0.04073013238	0.9988836794
489	0.04058893472	0.9988836794
490	0.04038260089	0.9991071429
491	0.04016555869	0.9991071429
492	0.04004230981	0.9991071429
493	0.03986420043	0.9991071429
494	0.03965850548	0.9991071429
495	0.03945832937	0.9991071429
496	0.03944201231	0.9991071429
497	0.03920434721	0.9993305066
498	0.03890764856	0.9995537706
499	0.03860570304	0.9995537706
500	0.03852015657	0.9995537706
501	0.0385199855	0.9995537706
502	0.03838234681	0.9995537706
503	0.03817173739	0.9995537706
504	0.03809425643	0.9995537706
505	0.03787915763	0.9995537706
506	0.03777736889	0.9995537706
507	0.03763755741	0.9995537706
508	0.03730498338	0.9995537706
509	0.03710569332	0.9995537706
510	0.0368846707	0.9995537706
511	0.03667785473	0.9995537706
512	0.03657945723	0.9995537706
513	0.03640744434	0.9995537706
514	0.03620232766	0.9995537706
515	0.03601953426	0.9995537706
516	0.03586206258	0.9995537706
517	0.03578622833	0.9995537706
518	0.03565490362	0.9995537706
519	0.03563462496	0.9995537706
